#PS1ID,Filter,Mag,Magerr,MJD,Phot_flag,Infobits
153851661137291254,g,13.337,0.019,58964.182596,0,4096
153851661137291254,g,13.116,0.015,58892.358846,0,4096
153851661137291254,g,13.371,0.007,59297.247337,0,4096
153851661137291254,g,13.533,0.008,58255.175500,0,4096
153851661137291254,g,13.666,0.010,58986.204071,0,4096
153851661137291254,g,13.459,0.012,58234.236935,0,4096
153851661137291254,g,13.388,0.009,58874.380030,0,4097
153851661137291254,g,13.039,0.005,58911.391166,0,4096
153851661137291254,g,13.855,0.013,58608.198180,0,4096
153851661137291254,g,13.261,0.009,58248.180245,0,4096
153851661137291254,g,13.318,0.010,58805.526665,0,4096
153851661137291254,g,12.880,0.013,58956.226042,0,4096
153851661137291254,g,13.274,0.010,58237.215685,0,4096
153851661137291254,g,13.138,0.010,58886.432879,0,4096
153851661137291254,g,13.589,0.013,59338.200140,0,4096
153851661137291254,g,13.724,0.012,58502.483214,0,4096
153851661137291254,g,13.188,0.010,58850.530717,0,4096
153851661137291254,g,13.896,0.011,59017.218276,0,4096
153851661137291254,g,13.705,0.014,58429.493353,0,4096
153851661137291254,g,13.294,0.008,58828.561736,0,4096
153851661137291254,g,13.742,0.011,58486.531297,0,4096
153851661137291254,g,13.776,0.009,58423.462091,0,4096
153851661137291254,g,13.435,0.010,58662.201073,0,4096
153851661137291254,g,13.815,0.012,58997.182741,0,4096
153851661137291254,g,13.655,0.011,59023.217176,0,4096
153851661137291254,g,13.547,0.008,59328.220775,0,4096
153851661137291254,g,13.180,0.010,58846.521169,0,67112960
153851661137291254,g,13.403,0.014,59295.296334,0,4096
153851661137291254,g,13.401,0.011,58871.430697,0,4096
153851661137291254,g,13.795,0.010,59248.416885,0,4096
153851661137291254,g,13.700,0.008,58486.530371,0,67112960
153851661137291254,g,13.526,0.012,58594.187754,0,4096
153851661137291254,g,13.758,0.014,58505.483779,0,4096
153851661137291254,g,13.669,0.011,58434.534280,0,4096
153851661137291254,g,13.056,0.007,58883.458990,0,4096
153851661137291254,g,13.202,0.015,58823.513775,0,67112960
153851661137291254,g,13.308,0.016,58866.398221,0,67112960
153851661137291254,g,13.573,0.009,58648.180215,0,4096
153851661137291254,g,14.024,0.013,58283.239829,0,4096
153851661137291254,g,13.174,0.013,58877.384306,0,4096
153851661137291254,g,13.139,0.005,58886.433805,0,4096
153851661137291254,g,13.640,0.014,59346.370932,0,4096
153851661137291254,g,13.457,0.018,59290.314250,0,4096
153851661137291254,g,13.319,0.008,58853.517221,0,4096
153851661137291254,g,13.424,0.007,59294.182700,0,4096
153851661137291254,g,13.608,0.007,59350.203281,0,4096
153851661137291254,g,13.692,0.009,58429.487797,0,4096
153851661137291254,g,13.763,0.010,59020.201254,0,4096
153851661137291254,g,13.470,0.009,59363.216941,0,4096
