ra,dec,infobits,field,ccdid,qid,rcid,fid,filtercode,obsdate,obsjd,exptime,filefracday,seeing,airmass,maglimit,crval1,crval2
165.82324832,38.11617429,33554432,713,3,1,8,1,zg,2021-12-02 11:17:01.98+00,2459550.9701505,30.0,20211202470150,2.13448,1.213,20.7577,165.8231953857,38.11614384111
165.82294187,38.12936907,0,713,3,1,8,1,zg,2022-01-21 10:56:31.825+00,2459600.9559144,30.0,20220121455752,1.78755,1.008,20.2273,165.8229028815,38.12932787458
165.81922688,38.11671131,0,713,3,1,8,1,zg,2022-02-11 11:21:47.855+00,2459621.9734606,30.0,20220211473449,2.5714,1.092,20.766,165.8191879149,38.11668410162
165.82160587,38.11638331,0,713,3,1,8,1,zg,2022-02-12 05:29:25.163+00,2459622.7287616,30.0,20220212228750,4.0567,1.457,19.2929,165.8215580694,38.11635392117
165.82391954,38.12202956,0,713,3,1,8,1,zg,2022-02-12 08:21:34.349+00,2459622.8483102,30.0,20220212348299,2.63151,1.033,20.0783,165.8238920595,38.12197800119
165.81706122,38.11429756,0,713,3,1,8,1,zg,2022-02-13 05:29:26.478+00,2459623.7287731,30.0,20220213228762,2.14913,1.438,19.8992,165.8170284704,38.11427295508
165.82404973,38.12076728,0,713,3,1,8,1,zg,2022-02-13 07:14:24.107+00,2459623.8016667,30.0,20220213301655,1.98891,1.113,20.1922,165.8239999429,38.12072697253
165.81811017,38.12663671,0,713,3,1,8,1,zg,2022-02-13 10:13:08.033+00,2459623.9257755,30.0,20220213425729,1.96379,1.025,20.3086,165.8180607083,38.1265869153
165.82312528,38.11559348,0,713,3,1,8,1,zg,2022-02-14 05:46:19.943+00,2459624.7404977,30.0,20220214240498,2.02862,1.346,19.8649,165.8230853615,38.11556117489
165.82900245,38.11991539,0,713,3,1,8,1,zg,2022-02-14 07:11:11.522+00,2459624.7994329,30.0,20220214299421,2.20889,1.112,19.9021,165.8289616996,38.11988255103
165.81855531,38.11313031,0,713,3,1,8,1,zg,2022-02-15 04:46:07.878+00,2459625.6986921,30.0,20220215198681,2.62371,1.643,19.2054,165.8185167423,38.11311291028
165.82453244,38.11893028,0,713,3,1,8,1,zg,2022-02-15 05:51:09.268+00,2459625.7438542,30.0,20220215243843,2.47606,1.313,19.4138,165.8244987438,38.11890817268
165.81463191,38.12411739,0,713,3,1,8,1,zg,2022-02-17 10:58:12.97+00,2459627.9570833,30.0,20220217457083,3.43288,1.092,18.91,165.8145890353,38.12406983428
165.81567955,38.12193682,0,713,3,1,8,1,zg,2022-02-17 11:58:45.41+00,2459627.9991319,30.0,20220217499120,3.20403,1.223,18.9774,165.815642918,38.12190538015
165.8119372,38.11184812,0,713,3,1,8,1,zg,2022-02-18 04:10:04.097+00,2459628.6736574,30.0,20220218173646,2.42001,1.832,19.3122,165.811907801,38.11182435425
165.81143226,38.11387276,0,713,3,1,8,1,zg,2022-02-18 04:52:18.185+00,2459628.7029861,30.0,20220218202975,2.20763,1.53,19.5369,165.8113978768,38.11384626443
165.82202141,38.12395969,0,713,3,1,8,1,zg,2022-02-18 09:29:47.384+00,2459628.8956829,30.0,20220218395532,2.4527,1.013,19.6498,165.8219879257,38.1239124888
165.8180406,38.13059481,0,713,3,1,8,1,zg,2022-02-19 09:27:41.45+00,2459629.8942245,30.0,20220219394178,2.74733,1.014,19.7651,165.8180032477,38.13055643999
165.81122259,38.11789315,0,713,3,1,8,1,zg,2022-02-26 05:08:36.789+00,2459636.7143056,30.0,20220226214294,2.11214,1.31,20.8662,165.8111947793,38.11786357372
165.81789074,38.12500278,0,713,3,1,8,1,zg,2022-02-26 10:38:32.715+00,2459636.9434259,30.0,20220226443414,2.35714,1.119,20.8825,165.8178408679,38.12496816866
165.81329081,38.1243914,0,713,3,1,8,1,zg,2022-02-26 10:48:56.212+00,2459636.9506481,30.0,20220226450637,2.71662,1.139,20.7047,165.8132533313,38.1243712777
165.81211743,38.12557441,0,713,3,1,8,1,zg,2022-02-27 05:19:07.314+00,2459637.7216088,30.0,20220227221597,2.51358,1.261,20.6836,165.8120766277,38.12555371665
165.81716557,38.13114316,67108864,713,3,1,8,1,zg,2022-02-28 08:54:20.133+00,2459638.8710648,30.0,20220228371053,2.81665,1.015,19.6991,165.8171381925,38.13110518358
165.82060789,38.12949906,0,713,3,1,8,1,zg,2022-02-28 10:03:23.424+00,2459638.9190162,30.0,20220228418970,2.32909,1.075,20.7025,165.8205566572,38.12946135935
165.82458302,38.12435699,0,713,3,1,8,1,zg,2022-03-01 06:50:31.893+00,2459639.785081,30.0,20220301285069,2.54595,1.056,20.8218,165.8245327873,38.1243038063
165.82469089,38.12439235,0,713,3,1,8,1,zg,2022-03-01 06:51:54.655+00,2459639.7860417,30.0,20220301286030,2.42231,1.055,20.8707,165.8246574493,38.12434689469
165.82142307,38.12519474,0,713,3,1,8,1,zg,2022-03-01 07:39:38.313+00,2459639.8191898,30.0,20220301319167,3.03923,1.017,20.6296,165.8213570251,38.12514054211
165.80375476,38.11232318,0,713,3,1,8,1,zg,2022-04-02 10:07:37.451+00,2459671.921956,30.0,20220402421944,2.16382,1.462,20.9343,165.8037061719,38.11230366074
165.80877966,38.12000637,0,713,3,1,8,1,zg,2022-04-05 08:54:44.437+00,2459674.8713426,30.0,20220405371331,2.53401,1.226,20.6741,165.8087281753,38.1199809589
165.81228292,38.11816142,0,713,3,1,8,1,zg,2022-04-07 07:49:47.172+00,2459676.8262384,30.0,20220407326227,3.00651,1.099,20.5205,165.8122342132,38.11812337112
165.81683652,38.11747456,0,713,3,1,8,1,zg,2022-04-09 07:45:42.509+00,2459678.8234028,30.0,20220409323391,2.14061,1.105,20.6194,165.8167949399,38.11743901068
165.80444134,38.12755899,0,713,3,1,8,1,zg,2022-04-14 07:05:20.504+00,2459683.7953704,30.0,20220414295370,2.78524,1.073,19.5085,165.804405229,38.1275241187
165.81090357,38.11938246,0,713,3,1,8,1,zg,2022-04-16 09:09:35.971+00,2459685.8816551,30.0,20220416381632,3.71449,1.447,18.8114,165.8108723062,38.11935391652
165.81136256,38.12269932,0,713,3,1,8,1,zg,2022-04-19 06:18:15.085+00,2459688.7626736,30.0,20220419262627,2.12124,1.042,20.3778,165.8113115868,38.12266447781
165.81315806,38.12447061,0,713,3,1,8,1,zg,2022-04-21 06:40:14.836+00,2459690.7779398,30.0,20220421277917,2.33376,1.077,20.8603,165.8131166604,38.12443495111
165.80905349,38.11692542,0,713,3,1,8,1,zg,2022-04-25 08:38:54.657+00,2459694.8603472,30.0,20220425360347,2.72392,1.47,20.1946,165.809012631,38.11689550149
165.82278813,38.12200639,67108864,713,3,1,8,1,zg,2022-04-27 04:52:22.76+00,2459696.7030324,30.0,20220427203032,2.4039,1.01,20.93,165.8227536924,38.12197069593
165.81808258,38.12476135,0,713,3,1,8,1,zg,2022-04-30 05:15:22.624+00,2459699.7190046,30.0,20220430218993,1.85155,1.026,21.0942,165.8180398533,38.12473344255
165.81304498,38.12189838,0,713,3,1,8,1,zg,2022-05-02 06:27:55.196+00,2459701.7693866,30.0,20220502269375,3.54778,1.128,20.493,165.8130011198,38.12187274682
165.81726155,38.11425849,0,713,3,1,8,1,zg,2022-05-04 06:18:11.062+00,2459703.7626273,30.0,20220504262616,2.47343,1.125,20.7551,165.8172099881,38.11422167675
165.80903704,38.12623306,0,713,3,1,8,1,zg,2022-05-11 04:58:05.752+00,2459710.7070023,30.0,20220511207002,2.42996,1.048,19.9594,165.8090076032,38.12619452806
165.81779187,38.12166902,67108864,713,3,1,8,1,zg,2022-05-13 06:12:29.078+00,2459712.758669,30.0,20220513258657,2.96098,1.191,19.5226,165.8177392571,38.12163190231
165.82104546,38.11758493,0,713,3,1,8,1,zg,2022-05-15 06:10:07.263+00,2459714.7570255,30.0,20220515257014,2.44835,1.205,19.5833,165.8209848034,38.11756121831
165.8198676,38.11716619,0,713,3,1,8,1,zg,2022-05-18 04:28:02.048+00,2459717.6861227,30.0,20220518186123,2.72528,1.046,20.7062,165.8198301939,38.11712201754
165.81954241,38.12213406,0,713,3,1,8,1,zg,2022-05-23 04:59:43.632+00,2459722.7081366,30.0,20220523208137,2.39269,1.118,20.7959,165.8194987135,38.12210135925
165.81853564,38.11411543,0,713,3,1,8,1,zg,2022-05-23 06:20:22.72+00,2459722.7641435,30.0,20220523264144,2.74747,1.342,20.4843,165.8185014778,38.11409204551
165.81897493,38.12124041,0,713,3,1,8,1,zg,2022-05-25 04:55:20.812+00,2459724.7050926,30.0,20220525205093,2.70233,1.124,20.6157,165.8189304019,38.12121422964
165.8168091,38.11949947,0,713,3,1,8,1,zg,2022-05-27 05:19:05.769+00,2459726.7215856,30.0,20220527221586,2.11633,1.195,21.0388,165.8167582832,38.11946382693
165.82382491,38.12132513,0,713,3,1,8,1,zg,2022-06-01 05:14:32.152+00,2459731.7184259,30.0,20220601218414,3.09323,1.237,20.352,165.8237888262,38.1212891555
165.81769737,38.11639235,0,713,3,1,8,1,zg,2022-06-06 05:43:56.058+00,2459736.738831,30.0,20220606238831,3.0855,1.422,20.0446,165.8176637957,38.11636092204
165.82695575,38.1153836,0,713,3,1,8,1,zg,2022-06-08 04:49:07.908+00,2459738.7007755,30.0,20220608200775,3.55257,1.243,19.6825,165.8268918224,38.11534158964
165.81995036,38.10621166,0,713,3,1,8,1,zg,2022-06-10 05:53:50.705+00,2459740.7457176,30.0,20220610245718,2.224,1.558,19.8074,165.8198724779,38.10618829896
165.8257147,38.11882037,100665376,713,3,1,8,1,zg,2022-11-01 12:20:57.687+00,2459885.0145486,30.0,20221101514549,2.73396,1.43,17.3922,165.8256896763,38.11877833696
165.80728168,38.10948932,100663296,713,3,1,8,1,zg,2022-11-05 10:23:24.573+00,2459888.9329167,30.0,20221105432917,2.8978,2.289,17.7525,165.8072870291,38.10948247487
165.80313549,38.11182912,0,713,3,1,8,1,zg,2022-11-10 10:16:40.74+00,2459893.9282407,30.0,20221110428241,3.65663,2.119,18.8852,165.8031758412,38.11180795871
165.80949259,38.12730608,0,713,3,1,8,1,zg,2022-11-15 10:47:19.098+00,2459898.9495255,30.0,20221115449468,2.95599,1.653,19.7849,165.8094401027,38.12728526205
165.81471336,38.11852194,0,713,3,1,8,1,zg,2022-11-17 11:45:13.097+00,2459900.9897338,30.0,20221117489630,3.38887,1.316,20.0042,165.8146683851,38.11848160674
165.81303794,38.12173124,0,713,3,1,8,1,zg,2022-11-19 11:21:47.979+00,2459902.9734606,30.0,20221119473461,4.16394,1.378,19.9713,165.8129979589,38.12170440719
165.81105004,38.11275309,67108864,713,3,1,8,1,zg,2022-11-21 10:20:30.672+00,2459904.9309028,30.0,20221121430903,2.8109,1.676,20.1249,165.8109957175,38.11270234283
165.81039064,38.11477167,0,713,3,1,8,1,zg,2022-11-23 10:18:15.225+00,2459906.9293403,30.0,20221123429329,2.62454,1.637,20.559,165.8103552359,38.1147419184
165.80845581,38.11338344,0,713,3,1,8,1,zg,2022-11-25 09:06:28.156+00,2459908.8794907,30.0,20221125379444,4.85443,2.265,19.5538,165.8084339231,38.11336786355
165.8148244,38.11607644,0,713,3,1,8,1,zg,2022-11-25 11:14:18.906+00,2459908.9682639,30.0,20221125468264,4.61839,1.314,19.9688,165.8148108747,38.11602681952
165.81895817,38.12092678,0,713,3,1,8,1,zg,2022-11-26 11:16:58.788+00,2459909.9701157,30.0,20221126470116,3.12831,1.29,20.4005,165.8189079594,38.12088896625
165.8189389,38.12440219,0,713,3,1,8,1,zg,2022-11-26 11:42:48.82+00,2459909.9880556,30.0,20221126488056,2.35994,1.21,20.8145,165.818894009,38.12437086392
165.8189189,38.12398377,100663296,713,3,1,8,1,zg,2022-11-26 12:21:54.258+00,2459910.0152083,30.0,20221126515197,4.03606,1.121,20.2622,165.8188715078,38.12394289933
165.79935289,38.11250857,0,713,3,1,8,1,zg,2022-12-09 08:06:39.887+00,2459922.8379514,30.0,20221209337951,3.10074,2.335,18.9584,165.7993242853,38.11250411091
165.80800935,38.12293513,0,713,3,1,8,1,zg,2022-12-09 10:25:31.186+00,2459922.9343866,30.0,20221209434375,3.8521,1.291,19.1219,165.8079760718,38.12290830586
165.81290992,38.12006676,0,713,3,1,8,1,zg,2022-12-10 10:11:36.874+00,2459923.9247222,30.0,20221210424722,2.78562,1.328,19.5718,165.8128545754,38.12002971473
165.811622,38.12376099,0,713,3,1,8,1,zg,2022-12-10 11:28:55.711+00,2459923.9784144,30.0,20221210478414,2.92225,1.117,19.636,165.8115732162,38.12372249778
165.80203958,38.12946552,100663328,713,3,1,8,1,zg,2022-12-15 08:49:12.931+00,2459928.8675,30.0,20221215367500,3.01583,1.654,17.0616,165.8020415403,38.12944773549
165.81072289,38.14284622,0,713,3,1,8,1,zg,2022-12-15 12:46:53.456+00,2459929.0325579,30.0,20221215532523,2.8342,1.014,19.7903,165.8106666121,38.14279842702
165.81129796,38.14276799,0,713,3,1,8,1,zg,2022-12-15 12:48:15.106+00,2459929.0335069,30.0,20221215533495,2.76991,1.013,19.8412,165.8112531511,38.142732774
165.80699624,38.12538273,67108864,713,3,1,8,1,zg,2022-12-16 08:56:42.438+00,2459929.8727083,30.0,20221216372674,3.8478,1.579,19.3746,165.8069496333,38.12535268934
165.80891871,38.13839426,0,713,3,1,8,1,zg,2022-12-17 09:32:55.764+00,2459930.8978588,30.0,20221217397454,3.24415,1.373,19.9297,165.8088661256,38.13837132494
165.81497257,38.12585783,0,713,3,1,8,1,zg,2022-12-17 11:46:39.262+00,2459930.9907292,30.0,20221217490718,2.82249,1.052,20.3911,165.8149171659,38.12582178899
165.81335738,38.13484788,0,713,3,1,8,1,zg,2022-12-18 12:41:06.512+00,2459932.0285417,30.0,20221218528542,2.50961,1.012,20.5167,165.8133074896,38.13480529484
165.81472383,38.13100373,0,713,3,1,8,1,zg,2022-12-19 11:46:33.88+00,2459932.9906597,30.0,20221219490648,2.5412,1.044,20.8363,165.8146688954,38.13095864281
165.81582893,38.12871496,67108864,713,3,1,8,1,zg,2022-12-20 10:40:16.301+00,2459933.9446296,30.0,20221220444618,2.62223,1.135,20.1811,165.8157720891,38.1286782165
165.80963056,38.11485759,0,713,3,1,8,1,zg,2022-12-21 07:55:36.259+00,2459934.8302778,30.0,20221221330266,3.20652,1.901,20.1776,165.8095954123,38.11482487579
165.81151304,38.1131982,0,713,3,1,8,1,zg,2022-12-22 08:10:48.259+00,2459935.8408333,30.0,20221222340822,2.37854,1.735,20.3014,165.8114565771,38.11317148164
165.81671146,38.11761155,0,713,3,1,8,1,zg,2022-12-22 09:15:01.397+00,2459935.8854282,30.0,20221222385417,3.3068,1.365,20.354,165.8166608428,38.11757075027
165.81524602,38.12658213,100663296,713,3,1,8,1,zg,2022-12-22 10:58:36.217+00,2459935.9573611,30.0,20221222457350,2.35058,1.089,20.9618,165.8151903094,38.1265412608
165.81404834,38.11571509,0,713,3,1,8,1,zg,2022-12-23 08:59:44.511+00,2459936.8748148,30.0,20221223374815,2.74837,1.415,20.5939,165.8140086043,38.11567854824
165.81990962,38.12428682,0,713,3,1,8,1,zg,2022-12-23 12:20:30.405+00,2459937.0142361,30.0,20221223514225,2.18157,1.012,21.0636,165.8198568799,38.12425038274
165.81868871,38.1176125,8,713,3,1,8,1,zg,2022-12-24 09:47:09.232+00,2459937.9077431,30.0,20221224407732,5.01967,1.226,20.0253,165.8186526793,38.11756670885
165.8201983,38.12064416,67108864,713,3,1,8,1,zg,2022-12-24 10:54:29.073+00,2459937.9544907,30.0,20221224454491,2.97496,1.083,20.6802,165.8201518066,38.12060398146
165.81066201,38.12734783,0,713,3,1,8,1,zg,2023-01-07 08:19:11.563+00,2459951.8466551,30.0,20230107346655,3.67355,1.337,18.9074,165.8106361092,38.1273029557
165.81115921,38.12287651,100663296,713,3,1,8,1,zg,2023-01-09 07:45:31.666+00,2459953.8232755,30.0,20230109323275,3.09897,1.45,18.2405,165.8111213047,38.12283526179
165.81314573,38.1275673,67108864,713,3,1,8,1,zg,2023-01-13 08:37:27.492+00,2459957.8593403,30.0,20230113359282,2.71065,1.201,19.777,165.813098354,38.12752893768
165.81961758,38.13050078,67108864,713,3,1,8,1,zg,2023-01-13 09:46:11.123+00,2459957.9070718,30.0,20230113407060,2.5612,1.069,19.809,165.8195577086,38.13046413998
165.81648819,38.12676614,0,713,3,1,8,1,zg,2023-01-13 12:38:36.095+00,2459958.0268056,30.0,20230113526794,2.34153,1.044,19.6173,165.8164302851,38.12673940392
165.79856965,38.11441088,0,713,3,1,8,1,zg,2023-01-21 05:25:56.671+00,2459965.7263426,30.0,20230121226296,4.85706,2.217,19.4879,165.7985585926,38.11439342527
165.80085539,38.12460864,8,713,3,1,8,1,zg,2023-01-21 07:46:26.741+00,2459965.823912,30.0,20230121323877,5.40898,1.258,19.8558,165.8008269716,38.12455370527
165.80862943,38.12960214,0,713,3,1,8,1,zg,2023-01-22 09:44:27.595+00,2459966.9058681,30.0,20230122405868,3.19527,1.033,20.5674,165.8085915824,38.12957130776
165.80882156,38.13005836,0,713,3,1,8,1,zg,2023-01-22 09:45:56.032+00,2459966.9068981,30.0,20230122406840,3.15717,1.032,20.5765,165.8087813144,38.13001795239
165.8076393,38.12690345,8,713,3,1,8,1,zg,2023-01-23 08:11:53.072+00,2459967.8415741,30.0,20230123341574,5.45338,1.167,19.8988,165.8076120143,38.12686599333
165.80090337,38.12649742,0,713,3,1,8,1,zg,2023-01-24 06:12:19.688+00,2459968.7585532,30.0,20230124258356,4.0255,1.652,19.975,165.8008665586,38.12646624766
165.80809847,38.13586685,0,713,3,1,8,1,zg,2023-01-24 09:47:58.064+00,2459968.9083102,30.0,20230124408229,3.17271,1.025,20.5815,165.8080513817,38.13582101612
165.80812853,38.13588329,0,713,3,1,8,1,zg,2023-01-24 09:49:19.658+00,2459968.9092477,30.0,20230124409236,3.17928,1.024,20.5827,165.8080713361,38.13583652278
165.81154756,38.14729058,67108864,713,3,1,8,1,zg,2023-01-25 08:42:16.718+00,2459969.8626852,30.0,20230125362685,3.03924,1.093,20.585,165.8114895848,38.14724987357
165.81312053,38.14876139,0,713,3,1,8,1,zg,2023-01-25 09:27:09.048+00,2459969.8938426,30.0,20230125393831,3.0058,1.038,20.6411,165.8130628911,38.14872538633
165.8093672,38.12537553,8,713,3,1,8,1,zg,2023-01-26 07:12:56.441+00,2459970.8006481,30.0,20230126300637,5.71564,1.305,19.7924,165.8093000327,38.12534913625
165.81391729,38.12559986,0,713,3,1,8,1,zg,2023-01-27 09:08:25.267+00,2459971.8808449,30.0,20230127380833,3.44135,1.048,20.4727,165.8138598353,38.12556804801
165.80740555,38.13052897,0,713,3,1,8,1,zg,2023-01-28 05:57:36.406+00,2459972.7483333,30.0,20230128248322,3.18721,1.645,19.9775,165.8073575225,38.13049896788
165.81113754,38.14192957,67108864,713,3,1,8,1,zg,2023-01-28 10:27:20.75+00,2459972.9356481,30.0,20230128435602,3.47883,1.008,19.9559,165.8110905485,38.1418918455
165.81117307,38.14182334,67108864,713,3,1,8,1,zg,2023-01-28 10:28:42.435+00,2459972.9365972,30.0,20230128436586,3.17993,1.008,20.0257,165.8111218038,38.1417976633
165.80838891,38.13136355,0,713,3,1,8,1,zg,2023-02-02 10:49:13.543+00,2459977.9508449,30.0,20230202450845,3.3044,1.02,19.7387,165.8083433421,38.13132939319
165.80949237,38.12858223,0,713,3,1,8,1,zg,2023-02-02 12:40:16.736+00,2459978.027963,30.0,20230202527963,3.01513,1.175,20.0305,165.8094464448,38.128542773
165.81205163,38.123855,0,713,3,1,8,1,zg,2023-02-04 06:13:47.31+00,2459979.7595718,30.0,20230204259560,3.23055,1.401,18.9931,165.8120238833,38.12382918744
165.81836903,38.1275645,0,713,3,1,8,1,zg,2023-02-04 07:38:24.534+00,2459979.8183333,30.0,20230204318333,3.0917,1.137,19.2151,165.8183322144,38.12752818334
165.81795291,38.12908099,0,713,3,1,8,1,zg,2023-02-04 08:08:56.521+00,2459979.839537,30.0,20230204339537,2.97769,1.084,19.2848,165.8178927596,38.12903561385
165.80902984,38.11730568,33554432,713,3,1,8,1,zg,2023-02-05 04:56:53.581+00,2459980.706169,30.0,20230205206169,2.80096,1.88,18.9372,165.8089913227,38.11728777029
165.80364185,38.12331614,33554440,713,3,1,8,1,zg,2023-02-07 05:12:05.907+00,2459982.7167245,30.0,20230207216725,5.00594,1.689,18.3931,165.8036043566,38.12328697746
165.81149583,38.12897568,100663296,713,3,1,8,1,zg,2023-02-08 06:39:30.621+00,2459983.7774306,30.0,20230208277419,4.47723,1.246,17.5594,165.8114720898,38.12893818743
165.80966583,38.13380979,0,713,3,1,8,1,zg,2023-02-08 09:46:04.161+00,2459983.9069907,30.0,20230208406979,3.09968,1.008,19.251,165.8096331989,38.13378942401
165.81119565,38.12438339,0,713,3,1,8,1,zg,2023-02-09 05:41:47.787+00,2459984.7373495,30.0,20230209237350,3.34471,1.46,19.3946,165.8111469823,38.12435780191
165.81313763,38.13223136,0,713,3,1,8,1,zg,2023-02-09 11:41:29.438+00,2459984.9871412,30.0,20230209487014,3.51947,1.11,19.4947,165.8131051235,38.13217991203
165.81307082,38.13050282,0,713,3,1,8,1,zg,2023-02-10 06:16:09.877+00,2459985.7612153,30.0,20230210261215,3.60941,1.297,19.6645,165.8130151481,38.13046688317
165.80744045,38.14003714,0,713,3,1,8,1,zg,2023-02-10 10:13:00.088+00,2459985.9256944,30.0,20230210425637,3.1887,1.018,19.856,165.8073830965,38.13998093145
165.81506668,38.13900057,0,713,3,1,8,1,zg,2023-02-10 10:37:40.066+00,2459985.9428125,30.0,20230210442812,2.85609,1.034,19.9803,165.8150152477,38.13896570834
165.80263861,38.13350621,100663296,713,3,1,8,1,zg,2023-02-17 06:54:27.867+00,2459992.7878125,30.0,20230217287812,4.03307,1.123,18.8938,165.8025944424,38.13346296257
165.80743096,38.13795692,100663296,713,3,1,8,1,zg,2023-02-17 08:15:24.303+00,2459992.8440278,30.0,20230217344016,3.98718,1.024,18.881,165.8073915775,38.13791902346
165.80193162,38.123151,67108864,713,3,1,8,1,zg,2023-02-18 05:46:28.699+00,2459993.7406019,30.0,20230218240602,3.81833,1.291,19.4569,165.8018906348,38.12311499602
165.80530925,38.12690257,0,713,3,1,8,1,zg,2023-02-18 07:21:08.133+00,2459993.8063426,30.0,20230218306331,3.52126,1.073,19.9934,165.8052625061,38.12685723437
165.80551127,38.1344778,0,713,3,1,8,1,zg,2023-02-19 06:17:35.278+00,2459994.7622106,30.0,20230219262199,3.59363,1.187,20.2749,165.8054618472,38.13444885017
165.80751688,38.12658947,100663296,713,3,1,8,1,zg,2023-02-21 09:12:39.888+00,2459996.8837847,30.0,20230221383738,3.00771,1.011,18.2669,165.8074937439,38.12655613295
165.80800144,38.12650031,100663296,713,3,1,8,1,zg,2023-02-21 09:14:08.069+00,2459996.8848148,30.0,20230221384769,2.86627,1.012,19.152,165.8079684242,38.1264631376
165.81286702,38.12594396,0,713,3,1,8,1,zg,2023-02-21 10:16:57.766+00,2459996.9284375,30.0,20230221428438,2.50952,1.056,20.778,165.8128239459,38.12591532048
165.81126507,38.12398136,0,713,3,1,8,1,zg,2023-03-10 06:59:14.747+00,2460013.7911343,30.0,20230310291134,2.54275,1.02,19.7857,165.8112054241,38.12393176555
165.81669065,38.12734203,67108864,713,3,1,8,1,zg,2023-03-14 05:15:38.349+00,2460017.7191898,30.0,20230314219178,3.08114,1.124,20.6529,165.8166346958,38.12730612004
165.81594229,38.1275796,67108864,713,3,1,8,1,zg,2023-03-14 05:21:10.592+00,2460017.7230324,30.0,20230314223021,3.17649,1.114,20.621,165.8158952083,38.12754104827
165.81190778,38.12926921,0,713,3,1,8,1,zg,2023-03-17 05:15:21.834+00,2460020.7189931,30.0,20230317218993,2.51161,1.103,20.8658,165.8118647054,38.12923517133
165.8011072,38.12164548,67108864,713,3,1,8,1,zg,2023-03-17 11:56:25.45+00,2460020.9975116,30.0,20230317497500,3.1858,1.748,19.8834,165.8010718961,38.12161826044
165.81094571,38.13219409,100663296,713,3,1,8,1,zg,2023-03-18 06:09:34.064+00,2460021.7566319,30.0,20230318256632,2.48719,1.032,19.7392,165.8109050771,38.13215467823
165.81641717,38.13332551,67108864,713,3,1,8,1,zg,2023-03-18 08:06:19.253+00,2460021.8377199,30.0,20230318337708,2.60275,1.027,20.2486,165.8163627684,38.13328795328
165.80880777,38.12810307,0,713,3,1,8,1,zg,2023-03-27 10:45:32.883+00,2460030.948287,30.0,20230327448287,2.9586,1.534,20.2109,165.8087728406,38.12806524274
165.8066507,38.13265893,0,713,3,1,8,1,zg,2023-03-28 04:54:49.59+00,2460031.7047338,30.0,20230328204734,2.18327,1.069,20.7082,165.8065987159,38.13261557718
165.81476224,38.13641583,0,713,3,1,8,1,zg,2023-03-28 06:39:32.108+00,2460031.7774537,30.0,20230328277303,2.36351,1.008,20.3931,165.8146992856,38.13637239419
165.81630387,38.13254476,0,713,3,1,8,1,zg,2023-04-02 07:44:52.499+00,2460036.8228241,30.0,20230402322824,2.84529,1.062,19.565,165.8162607501,38.13251761958
165.81362871,38.13008761,0,713,3,1,8,1,zg,2023-04-09 07:39:31.924+00,2460043.8191088,30.0,20230409319109,2.29607,1.093,19.8745,165.8135690922,38.1300482692
165.82048475,38.12222745,0,713,3,1,8,1,zg,2023-04-11 07:53:14.97+00,2460045.8286343,30.0,20230411328634,2.26894,1.132,20.6669,165.8204414713,38.12219175382
165.81657139,38.13124181,0,713,3,1,8,1,zg,2023-04-19 06:21:01.896+00,2460053.7645949,30.0,20230419264028,3.19687,1.044,20.1277,165.8165170462,38.1311977565
165.81520976,38.13004407,0,713,3,1,8,1,zg,2023-04-21 06:37:49.094+00,2460055.77625,30.0,20230421276227,2.61238,1.072,20.7121,165.8151404116,38.13000808939
165.82404804,38.12257839,0,713,3,1,8,1,zg,2023-04-25 07:43:18.036+00,2460059.8217361,30.0,20230425321701,2.73898,1.244,20.6892,165.8240031996,38.12254493385
165.83213787,38.12714828,0,713,3,1,8,1,zg,2023-04-27 04:06:03.931+00,2460061.6708681,30.0,20230427170671,2.24046,1.013,20.4871,165.8320829851,38.12710501858
165.8233428,38.12296986,0,713,3,1,8,1,zg,2023-04-29 05:13:07.938+00,2460063.7174421,30.0,20230429217396,2.1987,1.021,20.2502,165.8232810457,38.12292850284
165.81691371,38.11849425,0,713,3,1,8,1,zg,2023-05-01 07:45:16.766+00,2460065.8231019,30.0,20230501323102,3.03067,1.332,19.4482,165.8168634387,38.11846499247
165.81261607,38.12428348,0,713,3,1,8,1,zg,2023-05-09 08:06:41.623+00,2460073.8379745,30.0,20230509337928,2.65722,1.596,19.609,165.8125671957,38.12426162974
165.81779693,38.12538443,0,713,3,1,8,1,zg,2023-05-13 06:14:34.949+00,2460077.7601157,30.0,20230513260116,2.6855,1.193,20.6469,165.8177394889,38.12535866447
165.82115583,38.12199272,0,713,3,1,8,1,zg,2023-05-15 06:29:41.619+00,2460079.7706134,30.0,20230515270613,2.53252,1.26,20.7037,165.8211047359,38.12195532052
165.82095917,38.12389249,0,713,3,1,8,1,zg,2023-05-17 05:28:51.33+00,2460081.7283681,30.0,20230517228356,2.97961,1.126,20.5042,165.820914531,38.12385801394
165.82232696,38.12184205,0,713,3,1,8,1,zg,2023-05-21 05:21:30.353+00,2460085.7232639,30.0,20230521223252,2.43878,1.143,20.7333,165.8222709165,38.12181241809
165.82655852,38.12107641,0,713,3,1,8,1,zg,2023-05-22 05:13:00.731+00,2460086.7173611,30.0,20230522217222,2.51763,1.134,20.8309,165.8265056092,38.1210520774
165.81938013,38.10489789,0,713,3,1,8,1,zg,2023-05-23 07:25:28.543+00,2460087.8093519,30.0,20230523309352,2.6796,1.69,20.538,165.8193315214,38.10486930025
