ra,dec,infobits,field,ccdid,qid,rcid,fid,filtercode,obsdate,obsjd,exptime,filefracday,seeing,airmass,maglimit,crval1,crval2
165.79500708,38.08899209,0,713,3,1,8,1,zg,2019-06-14 04:21:54.282+00,2458648.681875,30.0,20190614181875,2.18643,1.23,19.8873,165.7949597333,38.0889778677
165.78680843,38.04296017,0,713,3,1,8,1,zg,2019-06-28 04:53:27.678+00,2458662.7037847,30.0,20190628203785,2.45679,1.62,20.5292,165.7867687327,38.04294249408
165.78620235,38.08188461,0,713,3,1,8,1,zg,2019-07-06 04:49:10.615+00,2458670.7008102,30.0,20190706200810,3.16222,1.827,19.9182,165.7861859599,38.08187304567
165.79938717,38.07747464,0,713,3,1,8,1,zg,2019-10-23 12:14:02.981+00,2458780.0097454,30.0,20191023509745,2.37997,1.687,20.1916,165.7993566716,38.07746312939
165.79361015,38.09146232,0,713,3,1,8,1,zg,2019-11-05 12:50:30.223+00,2458793.0350694,30.0,20191105535069,2.13974,1.257,20.8455,165.7935693155,38.09143024685
165.79302596,38.09729243,0,713,3,1,8,1,zg,2019-11-15 13:16:20.42+00,2458803.0530093,30.0,20191115552998,2.03179,1.102,20.0158,165.792978609,38.09725382078
165.79829925,38.09368147,0,713,3,1,8,1,zg,2019-11-18 12:38:48.714+00,2458806.0269444,30.0,20191118526933,2.12157,1.152,20.1049,165.7982528999,38.09363877502
165.7880152,38.10461377,67108864,713,3,1,8,1,zg,2019-12-06 12:17:59.756+00,2458824.0124884,30.0,20191206512477,2.24142,1.067,18.775,165.787983346,38.104576516
165.79217075,38.10364423,0,713,3,1,8,1,zg,2019-12-11 13:26:26.235+00,2458829.0600231,30.0,20191211560000,2.23986,1.008,20.2021,165.792119309,38.10359797506
165.7966424,38.10321404,0,713,3,1,8,1,zg,2019-12-20 12:14:22.355+00,2458838.0099769,30.0,20191220509965,3.23604,1.02,20.4097,165.7966145707,38.1031785891
165.78871716,38.10882996,0,713,3,1,8,1,zg,2019-12-29 12:24:42.785+00,2458847.0171528,30.0,20191229517153,2.59706,1.008,20.9938,165.7886847489,38.10879672903
165.78909579,38.10879721,67108864,713,3,1,8,1,zg,2019-12-29 12:26:00.638+00,2458847.0180556,30.0,20191229518056,2.54514,1.008,21.0543,165.7890494317,38.10876038105
165.79608893,38.10540762,0,713,3,1,8,1,zg,2020-01-01 12:17:53.248+00,2458850.012419,30.0,20200101512419,2.07186,1.008,21.2154,165.7960518366,38.10536946029
165.79620389,38.10537809,0,713,3,1,8,1,zg,2020-01-01 12:19:11.267+00,2458850.0133218,30.0,20200101513322,2.28431,1.008,21.1044,165.7961620181,38.10534118903
165.79641335,38.10597947,0,713,3,1,8,1,zg,2020-01-02 12:39:21.428+00,2458851.0273264,30.0,20200102527315,3.25984,1.014,20.7542,165.7963864701,38.10594960521
165.79585969,38.10539438,0,713,3,1,8,1,zg,2020-01-03 12:08:38.317+00,2458852.0059954,30.0,20200103505972,2.40163,1.008,20.9415,165.795819401,38.10535651345
165.79362554,38.10203263,0,713,3,1,8,1,zg,2020-01-04 12:16:45.92+00,2458853.0116319,30.0,20200104511597,2.20965,1.01,21.2003,165.7935746133,38.10199549262
165.79412668,38.10203247,0,713,3,1,8,1,zg,2020-01-04 12:18:06.28+00,2458853.0125694,30.0,20200104512546,2.64105,1.01,20.9778,165.7940891503,38.10198842794
165.79703456,38.10099453,0,713,3,1,8,1,zg,2020-01-05 12:19:38.555+00,2458854.0136343,30.0,20200105513600,2.36626,1.011,21.0709,165.7969951522,38.10095807182
165.79646346,38.10076708,0,713,3,1,8,1,zg,2020-01-05 12:27:32.211+00,2458854.0191204,30.0,20200105519086,2.19613,1.014,21.1714,165.7964172283,38.10073518796
165.79821663,38.10402397,0,713,3,1,8,1,zg,2020-01-06 12:05:36.918+00,2458855.0038889,30.0,20200106503877,4.94009,1.009,20.2085,165.79819329,38.10398318699
165.79732838,38.10230832,0,713,3,1,8,1,zg,2020-01-06 12:52:43.445+00,2458855.0366088,30.0,20200106536609,4.71645,1.031,20.2139,165.797315952,38.10227699426
165.79920924,38.10108825,0,713,3,1,8,1,zg,2020-01-07 12:23:06.729+00,2458856.0160417,30.0,20200107516007,2.57281,1.015,20.9347,165.7991758672,38.10105128764
165.79937273,38.10120727,0,713,3,1,8,1,zg,2020-01-07 12:24:27.081+00,2458856.0169792,30.0,20200107516956,2.57977,1.016,20.9506,165.7993271621,38.10117205066
165.79130986,38.10674554,0,713,3,1,8,1,zg,2020-01-11 12:19:57.744+00,2458860.0138542,30.0,20200111513843,2.16866,1.022,19.6808,165.7912679954,38.10670783859
165.79668173,38.10758424,0,713,3,1,8,1,zg,2020-01-13 10:40:42.901+00,2458861.9449306,30.0,20200113444919,3.37694,1.02,19.2418,165.7966404374,38.10754503445
165.79732376,38.09759758,0,713,3,1,8,1,zg,2020-01-14 10:47:35.316+00,2458862.9497106,30.0,20200114449664,2.68987,1.014,19.7842,165.7972872702,38.09756742756
165.79773556,38.10141506,0,713,3,1,8,1,zg,2020-01-16 10:12:53.359+00,2458864.9256134,30.0,20200116425590,2.15521,1.03,20.5606,165.7976917351,38.10138141866
165.79864728,38.10136248,0,713,3,1,8,1,zg,2020-01-16 10:14:13.693+00,2458864.9265394,30.0,20200116426528,1.9502,1.029,20.6488,165.7985940238,38.10132286777
165.79381426,38.10351317,67108864,713,3,1,8,1,zg,2020-01-18 09:27:13.893+00,2458866.8939005,30.0,20200118393900,3.874,1.069,20.314,165.7937809838,38.1034837529
165.799834,38.10230918,0,713,3,1,8,1,zg,2020-01-19 10:14:57.101+00,2458867.9270486,30.0,20200119426979,2.20967,1.021,21.0603,165.7998036542,38.10228131917
165.79984408,38.10224725,0,713,3,1,8,1,zg,2020-01-19 10:16:17.44+00,2458867.9279745,30.0,20200119427963,2.18762,1.02,21.0671,165.7998078425,38.10221342976
165.79744093,38.09875471,0,713,3,1,8,1,zg,2020-01-23 10:13:39.789+00,2458871.9261458,30.0,20200123426100,2.83013,1.014,20.8868,165.7974155393,38.09871825894
165.79782923,38.09866706,0,713,3,1,8,1,zg,2020-01-23 10:15:01.256+00,2458871.9270949,30.0,20200123427072,2.53039,1.013,20.9768,165.7977976848,38.09863969354
165.79758177,38.09872897,0,713,3,1,8,1,zg,2020-01-23 10:19:36.078+00,2458871.9302778,30.0,20200123430266,2.36113,1.012,21.0531,165.7975469393,38.09869328789
165.79970562,38.09864048,0,713,3,1,8,1,zg,2020-01-25 08:59:11.317+00,2458873.8744329,30.0,20200125374433,2.24606,1.069,21.0642,165.7996581224,38.09860969727
165.79986181,38.09866107,0,713,3,1,8,1,zg,2020-01-25 09:00:29.163+00,2458873.8753356,30.0,20200125375336,2.1605,1.068,21.0179,165.7998277082,38.09863067191
165.79904234,38.09012406,67108864,713,3,1,8,1,zg,2020-01-26 08:57:06.883+00,2458874.8729861,30.0,20200126372766,1.98675,1.067,21.309,165.7990044924,38.09008900828
165.79967835,38.08991241,0,713,3,1,8,1,zg,2020-01-26 09:00:31.856+00,2458874.8753588,30.0,20200126375301,2.0739,1.063,21.3435,165.7996469866,38.08988176854
165.79539105,38.09644665,0,713,3,1,8,1,zg,2020-01-27 10:20:51.175+00,2458875.9311458,30.0,20200127431111,3.04012,1.008,20.9585,165.7953462387,38.0964098194
165.79526357,38.09641701,0,713,3,1,8,1,zg,2020-01-27 10:22:08.759+00,2458875.932037,30.0,20200127432037,4.15885,1.008,20.5798,165.7952411129,38.09638766647
165.80190868,38.09947232,0,713,3,1,8,1,zg,2020-01-28 08:41:25.913+00,2458876.8620949,30.0,20200128362083,2.45335,1.078,21.0094,165.8018666014,38.0994333767
165.80131862,38.09971379,0,713,3,1,8,1,zg,2020-01-28 08:42:46.263+00,2458876.8630324,30.0,20200128363009,2.52542,1.076,20.9824,165.8012798937,38.09967899028
165.80111383,38.1020095,0,713,3,1,8,1,zg,2020-01-29 09:06:31.806+00,2458877.8795255,30.0,20200129379479,2.83862,1.043,20.8478,165.8010794656,38.10197404369
165.7985372,38.10199278,0,713,3,1,8,1,zg,2020-01-29 09:21:51.562+00,2458877.8901736,30.0,20200129390174,2.91167,1.03,20.8223,165.7984996814,38.1019560272
165.79910132,38.1019423,0,713,3,1,8,1,zg,2020-01-29 09:23:11.901+00,2458877.8910995,30.0,20200129391088,2.62687,1.029,20.9296,165.7990734513,38.10191064906
165.79760749,38.10511595,0,713,3,1,8,1,zg,2020-01-30 09:16:47.508+00,2458878.8866551,30.0,20200130386644,3.44619,1.031,20.5819,165.7975877409,38.10508305638
165.79720834,38.10551161,0,713,3,1,8,1,zg,2020-01-30 09:18:08.978+00,2458878.8875926,30.0,20200130387581,3.51792,1.03,20.5654,165.7971672403,38.10547627693
165.7992612,38.10322281,0,713,3,1,8,1,zg,2020-01-31 11:18:04.643+00,2458879.9708796,30.0,20200131470856,3.66893,1.034,20.4634,165.7992276946,38.10318967615
165.79762942,38.10334509,0,713,3,1,8,1,zg,2020-01-31 11:20:07.054+00,2458879.9722917,30.0,20200131472234,4.48672,1.036,20.2478,165.7976047773,38.10331283387
165.8021577,38.10126497,0,713,3,1,8,1,zg,2020-02-01 10:41:32.49+00,2458880.9455093,30.0,20200201445417,2.26586,1.014,21.0524,165.8021190563,38.10123454408
165.80098133,38.10166905,0,713,3,1,8,1,zg,2020-02-01 10:42:50.406+00,2458880.946412,30.0,20200201446412,2.47175,1.015,20.9565,165.8009479968,38.10163447309
165.8009561,38.10173031,0,713,3,1,8,1,zg,2020-02-01 10:44:07.991+00,2458880.9473032,30.0,20200201447303,2.29744,1.015,21.0322,165.8009122895,38.10169511857
165.79917062,38.10029547,0,713,3,1,8,1,zg,2020-02-02 10:44:39.982+00,2458881.9476736,30.0,20200202447662,2.33824,1.017,21.0854,165.7991223238,38.10026263565
165.79717257,38.09865429,0,713,3,1,8,1,zg,2020-02-02 10:59:09.281+00,2458881.9577431,30.0,20200202457743,1.91477,1.026,21.2465,165.7971329066,38.09862512528
165.78986154,38.11770888,0,713,3,1,8,1,zg,2020-02-04 10:40:27.067+00,2458883.9447569,30.0,20200204444734,3.52165,1.019,20.5165,165.7898297769,38.11767481703
165.78945192,38.1178942,0,713,3,1,8,1,zg,2020-02-04 10:41:47.955+00,2458883.9456829,30.0,20200204445671,3.32642,1.02,20.5826,165.7894161686,38.11785624739
165.78860064,38.11748767,0,713,3,1,8,1,zg,2020-02-04 10:53:48.328+00,2458883.9540278,30.0,20200204454005,4.20638,1.027,20.3192,165.7885823829,38.11745869438
165.78885797,38.10619647,0,713,3,1,8,1,zg,2020-02-05 10:58:59.622+00,2458884.9576273,30.0,20200205457627,3.61451,1.034,20.0865,165.7888107301,38.10616125533
165.78904862,38.10620731,0,713,3,1,8,1,zg,2020-02-05 11:00:17.847+00,2458884.9585301,30.0,20200205458530,3.41946,1.036,20.1442,165.7889944758,38.10616657701
165.79919374,38.0974174,0,713,3,1,8,1,zg,2020-02-07 10:16:06.502+00,2458886.9278472,30.0,20200207427836,2.29081,1.013,19.9253,165.799149368,38.09738632216
165.79880652,38.09749943,0,713,3,1,8,1,zg,2020-02-07 10:17:26.834+00,2458886.9287731,30.0,20200207428762,2.14553,1.014,19.9858,165.7987559085,38.09746450426
165.79843182,38.09748785,0,713,3,1,8,1,zg,2020-02-07 10:18:47.228+00,2458886.9297106,30.0,20200207429688,2.00367,1.014,20.0402,165.7983956638,38.09745545912
165.8006264,38.0956536,0,713,3,1,8,1,zg,2020-02-08 06:25:43.607+00,2458887.7678588,30.0,20200208267847,1.92625,1.294,19.5664,165.8005852902,38.09561817102
165.80071213,38.09566078,0,713,3,1,8,1,zg,2020-02-08 06:27:04.223+00,2458887.7687963,30.0,20200208268773,2.2813,1.29,19.4387,165.8006680786,38.09562087878
165.7983773,38.09708142,0,713,3,1,8,1,zg,2020-02-09 06:55:39.889+00,2458888.7886458,30.0,20200209288646,2.83897,1.192,18.8956,165.7983449354,38.09705014055
165.79857467,38.09714933,0,713,3,1,8,1,zg,2020-02-09 06:56:57.594+00,2458888.7895486,30.0,20200209289549,2.86207,1.189,18.91,165.7985373925,38.09711859069
165.79271979,38.10076686,0,713,3,1,8,1,zg,2020-02-11 06:40:49.155+00,2458890.7783449,30.0,20200211278333,2.67968,1.211,19.3519,165.7926802831,38.10071669874
165.7927167,38.1008343,0,713,3,1,8,1,zg,2020-02-11 06:42:06.999+00,2458890.7792361,30.0,20200211279236,2.70625,1.207,19.3453,165.792681238,38.10079135054
165.79441647,38.09858964,0,713,3,1,8,1,zg,2020-02-12 05:39:22.879+00,2458891.7356713,30.0,20200212235660,2.84166,1.419,19.5948,165.794361007,38.09854687813
165.79437169,38.09868067,0,713,3,1,8,1,zg,2020-02-12 05:40:43.235+00,2458891.7366088,30.0,20200212236586,2.52616,1.412,19.7307,165.7943365387,38.09864617144
165.79385112,38.09833772,0,713,3,1,8,1,zg,2020-02-12 05:43:36.562+00,2458891.7386111,30.0,20200212238588,2.41143,1.399,19.7768,165.7937973464,38.09830628215
165.79922062,38.10550889,0,713,3,1,8,1,zg,2020-02-13 08:29:21.42+00,2458892.8537153,30.0,20200213353715,2.20865,1.025,20.2656,165.7991730863,38.10547531898
165.79537811,38.09639077,0,713,3,1,8,1,zg,2020-02-14 05:46:18.096+00,2458893.7404861,30.0,20200214240463,2.13133,1.354,20.9798,165.7953230265,38.09635894106
165.79580536,38.09714361,0,713,3,1,8,1,zg,2020-02-14 05:54:56.895+00,2458893.7464815,30.0,20200214246470,2.23658,1.32,20.9644,165.7957547423,38.09710530753
165.79803458,38.11150029,0,713,3,1,8,1,zg,2020-02-15 07:41:48.79+00,2458894.8206944,30.0,20200215320694,2.15601,1.063,21.1041,165.7979825957,38.11145754503
165.79780145,38.11156258,0,713,3,1,8,1,zg,2020-02-15 07:43:09.124+00,2458894.8216319,30.0,20200215321609,2.3207,1.061,21.042,165.7977578016,38.11153278676
165.79669658,38.11130161,0,713,3,1,8,1,zg,2020-02-15 07:57:54.568+00,2458894.831875,30.0,20200215331863,2.39334,1.045,20.9543,165.7966420775,38.11126354622
165.79648665,38.09107014,0,713,3,1,8,1,zg,2020-02-16 05:52:38.517+00,2458895.7448843,30.0,20200216244884,2.23946,1.3,20.9397,165.7964399003,38.09102781859
165.79696178,38.09134282,0,713,3,1,8,1,zg,2020-02-16 05:53:56.278+00,2458895.745787,30.0,20200216245787,2.04914,1.295,21.057,165.796921126,38.09131291473
165.8008918,38.089061,0,713,3,1,8,1,zg,2020-02-19 06:40:20.137+00,2458898.7780093,30.0,20200219277998,2.36658,1.137,21.1241,165.8008537072,38.08903779512
165.80117125,38.08915623,0,713,3,1,8,1,zg,2020-02-19 06:53:15.089+00,2458898.7869792,30.0,20200219286956,2.60808,1.112,21.0868,165.801134318,38.08913579203
165.79648385,38.10171203,0,713,3,1,8,1,zg,2020-02-20 08:49:15.327+00,2458899.8675347,30.0,20200220367535,2.04451,1.008,21.2195,165.7964375638,38.1016756845
165.79647339,38.10173262,0,713,3,1,8,1,zg,2020-02-20 08:50:33.029+00,2458899.8684375,30.0,20200220368426,2.08418,1.008,21.2072,165.7964239739,38.10169176889
165.8041954,38.09341905,0,713,3,1,8,1,zg,2020-02-21 07:36:23.284+00,2458900.8169329,30.0,20200221316910,2.43944,1.043,20.9847,165.804161904,38.09338727433
165.80166655,38.09275583,0,713,3,1,8,1,zg,2020-02-21 07:49:58.701+00,2458900.8263657,30.0,20200221326343,2.6005,1.031,20.9619,165.801623152,38.0927214479
165.79810414,38.1025347,0,713,3,1,8,1,zg,2020-02-24 07:34:07.469+00,2458903.8153588,30.0,20200224315336,2.09244,1.034,21.2316,165.7980666323,38.10250471706
165.79709563,38.10194089,0,713,3,1,8,1,zg,2020-02-24 07:37:41.345+00,2458903.8178356,30.0,20200224317755,2.13907,1.031,21.2325,165.7970517463,38.10191251724
165.79817993,38.1030282,0,713,3,1,8,1,zg,2020-02-24 07:48:16.283+00,2458903.8251852,30.0,20200224325185,2.24391,1.024,21.1486,165.7981379417,38.10299500216
165.79940619,38.09898002,0,713,3,1,8,1,zg,2020-02-25 06:39:41.434+00,2458904.7775579,30.0,20200225277558,2.07321,1.095,21.0963,165.79936153,38.09894657741
165.7997953,38.09906982,0,713,3,1,8,1,zg,2020-02-25 06:41:01.778+00,2458904.7784838,30.0,20200225278472,2.08165,1.093,21.0992,165.7997516363,38.09903144581
165.80208538,38.10086938,0,713,3,1,8,1,zg,2020-02-26 06:52:16.216+00,2458905.7862963,30.0,20200226286273,3.10062,1.071,20.6333,165.8020526312,38.10083217457
165.80197561,38.10050375,0,713,3,1,8,1,zg,2020-02-26 06:54:54.689+00,2458905.788125,30.0,20200226288125,3.06496,1.067,20.6377,165.8019390924,38.100464077
165.80108806,38.10041569,0,713,3,1,8,1,zg,2020-02-27 07:04:58.8+00,2458906.7951157,30.0,20200227295104,2.46994,1.051,20.9003,165.8010461982,38.10038700523
165.80274311,38.10016994,0,713,3,1,8,1,zg,2020-02-27 07:22:43.467+00,2458906.8074421,30.0,20200227307419,2.51198,1.034,20.9164,165.8026952772,38.10013049435
165.8096986,38.10310379,0,713,3,1,8,1,zg,2020-02-29 07:27:33.81+00,2458908.8107986,30.0,20200229310787,2.52254,1.025,20.8255,165.8096619475,38.10307083773
165.80371557,38.09565903,8,713,3,1,8,1,zg,2020-03-01 06:54:08.816+00,2458909.7875926,30.0,20200301287581,6.46433,1.05,19.9382,165.8036910288,38.09562537538
165.80334773,38.09586036,8,713,3,1,8,1,zg,2020-03-01 06:55:29.168+00,2458909.7885301,30.0,20200301288507,6.42062,1.048,19.9611,165.8033135926,38.09579900617
165.79858102,38.10729598,0,713,3,1,8,1,zg,2020-03-03 09:15:57.044+00,2458911.8860764,30.0,20200303386053,3.58641,1.037,20.402,165.7985396346,38.10726484986
165.79760271,38.10744859,0,713,3,1,8,1,zg,2020-03-03 09:17:17.937+00,2458911.8870023,30.0,20200303386991,3.11622,1.038,20.566,165.79755904,38.10741447607
165.80145181,38.11409898,0,713,3,1,8,1,zg,2020-03-04 06:10:18.807+00,2458912.7571528,30.0,20200304257141,2.20714,1.092,20.4247,165.8014123424,38.11406223193
165.80167425,38.11410495,0,713,3,1,8,1,zg,2020-03-04 06:11:39.147+00,2458912.7580903,30.0,20200304258067,2.51806,1.09,20.2767,165.801621202,38.11406866083
165.80372722,38.09348379,0,713,3,1,8,1,zg,2020-03-05 07:22:16.374+00,2458913.8071296,30.0,20200305307106,1.61799,1.016,20.5316,165.8036718731,38.09343557928
165.80366072,38.09353061,0,713,3,1,8,1,zg,2020-03-05 07:23:37.855+00,2458913.8080671,30.0,20200305308056,1.63932,1.016,20.5582,165.8036129739,38.09348654465
165.8034238,38.09676867,67108864,713,3,1,8,1,zg,2020-03-06 05:41:20.857+00,2458914.737037,30.0,20200306237025,2.11366,1.129,18.4177,165.8033772158,38.0967328843
165.80299798,38.09751223,0,713,3,1,8,1,zg,2020-03-06 05:52:17.104+00,2458914.7446412,30.0,20200306244618,1.96567,1.109,19.372,165.8029451555,38.09747562037
165.80432716,38.09770916,0,713,3,1,8,1,zg,2020-03-07 05:42:39.756+00,2458915.7379514,30.0,20200307237940,2.2827,1.119,19.6295,165.80428124,38.09767151921
165.80456861,38.0974901,0,713,3,1,8,1,zg,2020-03-07 05:44:00.112+00,2458915.7388889,30.0,20200307238866,2.30437,1.117,19.6113,165.8045274087,38.09745435956
165.79212847,38.11067992,0,713,3,1,8,1,zg,2020-03-28 06:21:03.363+00,2458936.7646181,30.0,20200328264618,2.14325,1.008,21.1332,165.7920907209,38.1106507472
165.79215095,38.11062835,0,713,3,1,8,1,zg,2020-03-28 06:23:03.249+00,2458936.7660069,30.0,20200328265972,2.18556,1.008,21.0915,165.7921074511,38.11059300756
165.79734102,38.10456149,0,713,3,1,8,1,zg,2020-03-31 07:41:57.604+00,2458939.8207986,30.0,20200331320787,2.21069,1.053,20.1939,165.7973025983,38.10453147965
165.79632029,38.10448816,0,713,3,1,8,1,zg,2020-03-31 07:46:38.708+00,2458939.8240509,30.0,20200331324039,1.87568,1.058,20.5327,165.7962828005,38.10444826469
165.79524176,38.09914555,67108864,713,3,1,8,1,zg,2020-04-01 08:23:49.782+00,2458940.8498727,30.0,20200401349861,1.95209,1.121,18.564,165.7952052507,38.09910648635
165.79573597,38.09290512,0,713,3,1,8,1,zg,2020-04-02 06:16:05.896+00,2458941.761169,30.0,20200402261169,2.68403,1.008,20.2479,165.7956924498,38.09287503861
165.79841979,38.10475415,0,713,3,1,8,1,zg,2020-04-15 06:45:14.321+00,2458954.781412,30.0,20200415281389,2.15769,1.056,21.0424,165.7983790812,38.10473089937
165.79716921,38.10467466,0,713,3,1,8,1,zg,2020-04-15 06:47:54.714+00,2458954.7832639,30.0,20200415283252,2.20854,1.059,21.002,165.7971325221,38.10464284952
165.7995973,38.10249381,0,713,3,1,8,1,zg,2020-04-17 05:21:09.527+00,2458956.7230208,30.0,20200417222894,2.17454,1.008,21.0997,165.799562196,38.10246687086
165.79638113,38.09845529,0,713,3,1,8,1,zg,2020-04-23 05:24:38.253+00,2458962.7254398,30.0,20200423225417,1.83004,1.016,21.2525,165.7963403941,38.09842870376
165.79657904,38.09836802,0,713,3,1,8,1,zg,2020-04-23 05:25:59.18+00,2458962.7263773,30.0,20200423226354,2.13525,1.017,21.1247,165.7965333342,38.09833167495
165.80014227,38.09294108,0,713,3,1,8,1,zg,2020-04-24 05:13:17.329+00,2458963.7175579,30.0,20200424217558,1.87126,1.013,21.3135,165.8000871631,38.09290856264
165.8025752,38.09235263,0,713,3,1,8,1,zg,2020-04-24 06:06:37.162+00,2458963.7545949,30.0,20200424254583,1.666,1.052,21.3687,165.8025240437,38.0923247977
165.80163844,38.09574028,0,713,3,1,8,1,zg,2020-04-25 04:19:26.654+00,2458964.680162,30.0,20200425180162,1.55218,1.01,21.4247,165.8015858443,38.09570411302
165.81195014,38.08666064,0,713,3,1,8,1,zg,2020-04-26 05:44:52.674+00,2458965.7394907,30.0,20200426239433,1.88644,1.038,21.2843,165.8119070066,38.08663694989
165.8113169,38.08664385,0,713,3,1,8,1,zg,2020-04-26 05:46:13.081+00,2458965.7404282,30.0,20200426240405,1.8443,1.039,21.3414,165.8112665857,38.08662170611
165.80645681,38.09294479,67108864,713,3,1,8,1,zg,2020-04-27 06:07:20.751+00,2458966.7550926,30.0,20200427255093,1.84105,1.067,20.0997,165.8064134073,38.09291512027
165.80783392,38.09427948,0,713,3,1,8,1,zg,2020-04-28 06:05:06.194+00,2458967.7535417,30.0,20200428253530,2.51107,1.069,20.8156,165.807786463,38.09425153204
165.80339917,38.09293566,0,713,3,1,8,1,zg,2020-04-29 05:40:11.733+00,2458968.7362384,30.0,20200429236238,1.88385,1.045,20.989,165.8033527945,38.09290532375
165.80315709,38.09294671,0,713,3,1,8,1,zg,2020-04-29 05:41:32.695+00,2458968.7371759,30.0,20200429237176,1.84311,1.046,20.9944,165.8031099904,38.09291069648
165.80277936,38.08992198,0,713,3,1,8,1,zg,2020-04-29 06:23:13.667+00,2458968.7661227,30.0,20200429266123,1.77183,1.102,21.0045,165.802730266,38.08989289211
165.80806024,38.08655151,0,713,3,1,8,1,zg,2020-05-02 06:06:24.95+00,2458971.7544444,30.0,20200502254421,2.40182,1.094,20.023,165.8080109892,38.08652013355
165.80485491,38.08455841,0,713,3,1,8,1,zg,2020-05-02 06:16:54.926+00,2458971.7617361,30.0,20200502261701,2.43869,1.112,19.9868,165.8048070993,38.08453702167
165.80259173,38.08981397,0,713,3,1,8,1,zg,2020-05-03 05:25:43.075+00,2458972.7261921,30.0,20200503226181,1.98945,1.046,20.0925,165.80253637,38.08978472442
165.80524431,38.09386261,0,713,3,1,8,1,zg,2020-05-05 04:11:59.161+00,2458974.6749884,30.0,20200505174977,1.63242,1.009,20.1399,165.8051851125,38.09382485652
165.80544073,38.09402706,0,713,3,1,8,1,zg,2020-05-05 04:13:20.144+00,2458974.6759259,30.0,20200505175914,1.75263,1.009,20.0848,165.8053951873,38.09399385072
165.80437918,38.08821638,0,713,3,1,8,1,zg,2020-05-06 05:27:28.226+00,2458975.7274074,30.0,20200506227407,1.84,1.061,19.98,165.8043272372,38.08818887195
165.80146324,38.09438124,0,713,3,1,8,1,zg,2020-05-08 03:57:57.951+00,2458977.6652431,30.0,20200508165231,1.88411,1.008,19.6333,165.801407708,38.0943469278
165.80364451,38.09377519,0,713,3,1,8,1,zg,2020-05-08 03:59:24.434+00,2458977.66625,30.0,20200508166215,1.98719,1.009,19.503,165.8035972391,38.09374297754
165.81229202,38.09420052,0,713,3,1,8,1,zg,2020-05-09 04:12:55.667+00,2458978.6756366,30.0,20200509175637,1.87745,1.013,21.2298,165.8122381079,38.09416359295
165.80928876,38.09056312,0,713,3,1,8,1,zg,2020-05-10 05:26:36.325+00,2458979.7268056,30.0,20200510226806,1.91482,1.081,21.0325,165.8092485696,38.09052353999
165.81100638,38.09380112,0,713,3,1,8,1,zg,2020-05-11 04:40:31.049+00,2458980.6947917,30.0,20200511194757,2.39216,1.034,21.1732,165.8109685908,38.09377649226
165.81056013,38.09382866,0,713,3,1,8,1,zg,2020-05-11 04:41:51.675+00,2458980.6957292,30.0,20200511195729,2.33344,1.035,21.2181,165.8105241756,38.09379887846
165.80608071,38.09765054,0,713,3,1,8,1,zg,2020-05-12 04:13:15.474+00,2458981.6758681,30.0,20200512175868,2.06205,1.018,21.2153,165.8060430034,38.09762219809
165.80396545,38.10225102,0,713,3,1,8,1,zg,2020-05-16 04:11:32.263+00,2458985.6746759,30.0,20200516174676,1.89986,1.027,21.2788,165.8039175274,38.10221640506
165.80398665,38.10231257,0,713,3,1,8,1,zg,2020-05-16 04:12:53.439+00,2458985.6756134,30.0,20200516175602,1.75655,1.028,21.3063,165.803941126,38.10228577038
165.80210234,38.0866082,0,713,3,1,8,1,zg,2020-05-17 04:52:57.47+00,2458986.7034375,30.0,20200517203368,1.96963,1.073,21.1771,165.8020478871,38.08658203021
165.80695903,38.10135342,0,713,3,1,8,1,zg,2020-05-18 05:11:03.55+00,2458987.7160069,30.0,20200518216007,2.3265,1.106,21.0498,165.8069119665,38.10132348079
165.80469423,38.09456998,0,713,3,1,8,1,zg,2020-05-22 04:15:09.104+00,2458991.6771875,30.0,20200522177176,1.52717,1.051,21.3113,165.8046479763,38.09453194546
165.80292606,38.09473175,0,713,3,1,8,1,zg,2020-05-22 04:17:14.895+00,2458991.6786343,30.0,20200522178634,1.83471,1.053,21.2314,165.8028786092,38.09469253708
165.80488446,38.09955195,0,713,3,1,8,1,zg,2020-05-23 04:43:01.402+00,2458992.6965394,30.0,20200523196539,2.19481,1.093,21.0574,165.8048436007,38.09952776952
165.80040119,38.08861841,0,713,3,1,8,1,zg,2020-05-24 05:56:25.065+00,2458993.7475116,30.0,20200524247500,2.23979,1.277,20.7879,165.8003548271,38.0885908765
165.80468435,38.08585814,0,713,3,1,8,1,zg,2020-05-25 05:38:16.089+00,2458994.7349074,30.0,20200525234873,1.83713,1.232,21.0733,165.8046335485,38.08582743754
165.81447943,38.09370494,0,713,3,1,8,1,zg,2020-05-26 04:53:33.562+00,2458995.7038542,30.0,20200526203831,2.23326,1.132,20.8855,165.8144355132,38.09367239526
165.80724558,38.08951386,0,713,3,1,8,1,zg,2020-05-27 04:58:58.664+00,2458996.7076157,30.0,20200527207569,1.8725,1.152,20.9597,165.8071962993,38.08947314876
165.80912657,38.08427234,0,713,3,1,8,1,zg,2020-05-28 04:23:35.069+00,2458997.683044,30.0,20200528183032,1.78013,1.093,20.885,165.8090750488,38.08424459602
165.8106632,38.09209901,0,713,3,1,8,1,zg,2020-05-29 04:26:39.181+00,2458998.6851736,30.0,20200529185162,1.65652,1.104,20.7879,165.8106096343,38.09206643643
