#Table: J/MNRAS/402/620/table7.dat (http://cdsarc.cds.unistra.fr)
---------------------------------------------------------------------------------------------------------------------
S                       |      |     |    |   |     |     |    |    |     |    |    |    | M|    |    |         |
o                       |      |     |   P| Fi|     |    e|    |  e_|     |   e|    |   e|Ty|    |  e_|         |   N
l    SDSS               |Type  |  MJD|late|ber| Teff|_Teff|logg|logg|  Mwd|_Mwd| dwd|_dwd|pe|dsec|dsec|Flag     |otes
------------------------|------|-----|----|---|-----|-----|----|----|-----|----|----|----|--|----|----|---------|----
1SDSSJ105657.35+330416.2|DA/M  |53711|2026|576|20804|  710|8.02|0.13| 0.64|0.08| 393|  35| 4| 527| 155|s/h      |
0SDSSJ105657.35+330416.2|DA/M  |53711|2026|576|10793|  255|8.99|0.12| 1.19|0.07|  97|  12| 4| 527| 155|s/h      |
1SDSSJ105756.93+130703.5|DA/M  |53358|1750| 52|12392| 1085|7.42|0.29| 0.34|0.11| 345|  61| 5| 541| 277|s/h      |
0SDSSJ105756.93+130703.5|DA/M  |53358|1750| 52|12250| 1092|7.47|0.29| 0.35|0.12| 332|  58| 5| 541| 277|s/h      |
1SDSSJ105806.04+152225.9|WD/M  |53852|2483|  6|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1| 498|  97|         |
0SDSSJ105806.04+152225.9|WD/M  |53852|2483|  6|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1| 498|  97|         |
1SDSSJ105845.26+164714.9|DA/M  |53852|2483|633|23343| 1136|7.55|0.17| 0.42|0.07| 617|  71| 1| 332|  65|re       |
0SDSSJ105845.26+164714.9|DA/M  |53852|2483|633| 9958|  188|8.82|0.14| 1.10|0.08|  94|  12| 1| 332|  65|         |
1SDSSJ105849.68+105027.8|WD/M  |53119|1603|288|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1| 796| 156|         |
0SDSSJ105849.68+105027.8|WD/M  |53119|1603|288|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1| 796| 156|         |
1SDSSJ105853.18+390018.2|DA/M  |53469|1988|380| 8773|  510|7.44|1.61| 0.33|0.89| 389| 272| 3| 403|  79|         |
0SDSSJ105853.18+390018.2|DA/M  |53469|1988|380|13432| 1342|5.00|0.20|-0.19|0.04|2158| 120| 3| 403|  79|         |
1SDSSJ105853.59+005608.5|DA/K  |51908| 277|372|28718| 1489|7.25|0.29| 0.35|0.08|1338| 288|-1|   0|   0|s/e/a/h  |
0SDSSJ105853.59+005608.5|DA/K  |51908| 277|372| 8773|  215|8.49|0.30| 0.91|0.17| 147|  32|-1|   0|   0|s/e/a/h  |
1SDSSJ105958.52+363456.4|DA/M  |53447|2091|185|18756| 2870|8.16|0.58| 0.72|0.35| 711| 265| 4| 944| 278|s/h      |
0SDSSJ105958.52+363456.4|DA/M  |53447|2091|185|11565| 6545|8.95|1.12| 1.17|0.57| 239| 209| 4| 944| 278|s/h      |
1SDSSJ110052.63+073534.5|DA/M  |52646|1002|505|20804|  786|7.91|0.14| 0.58|0.08| 385|  35| 5| 505| 258|s/e/h    |8
0SDSSJ110052.63+073534.5|DA/M  |52646|1002|505|10548|  195|8.91|0.15| 1.15|0.08|  96|  14| 5| 505| 258|s/e/h    |
1SDSSJ110106.35+134622.7|DA/M  |53358|1750| 32|23886| 2066|7.73|0.32| 0.50|0.17| 711| 141| 4| 670| 197|s/h      |
0SDSSJ110106.35+134622.7|DA/M  |53358|1750| 32|10073|  344|9.04|0.33| 1.22|0.17|  99|  36| 4| 670| 197|s/h      |
1SDSSJ110150.90+360559.5|DA/M  |53447|2091| 95|31488| 1918|7.60|0.50| 0.47|0.24|1396| 426|-1|   0|   0|s/h      |
0SDSSJ110150.90+360559.5|DA/M  |53447|2091| 95| 8977|  408|9.33|0.33| 1.37|0.16|  72|  39|-1|   0|   0|s/h      |
1SDSSJ110151.34+122241.5|DA/M  |53119|1603|492|19868|  818|7.78|0.15| 0.51|0.08| 448|  43| 3| 859| 169|s/e/h    |
0SDSSJ110151.34+122241.5|DA/M  |53119|1603|492|10670|  249|8.73|0.16| 1.05|0.09| 121|  16| 3| 859| 169|s/e/h    |
1SDSSJ110230.21+251526.3|DA/M  |53789|2212|295|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 574| 137|         |
0SDSSJ110230.21+251526.3|DA/M  |53789|2212|295|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 574| 137|         |
1SDSSJ110308.71+304445.5|WD/M  |53472|1990|490|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 388|  76|         |
0SDSSJ110308.71+304445.5|WD/M  |53472|1990|490|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 388|  76|         |
1SDSSJ110520.64+282408.8|DC/M  |53786|2211|142|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 6| 101|  47|         |
0SDSSJ110520.64+282408.8|DC/M  |53786|2211|142|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 6| 101|  47|         |
1SDSSJ110539.77+250628.6|DH/M  |53789|2212|201|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 7|  62|  34|         |14
0SDSSJ110539.77+250628.6|DH/M  |53789|2212|201|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 7|  62|  34|         |
1SDSSJ110604.20+012010.4|DA:/M |52374| 509|292|61398|26963|8.06|0.94| 0.74|0.47|1655| 935| 1|1058| 207|s/e/a/h  |
0SDSSJ110604.20+012010.4|DA:/M |52374| 509|292| 6000|  122|9.50|0.46| 1.46|0.18|  25|  21| 1|1058| 207|s/e/a/h  |
1SDSSJ110627.67-010514.5|DA/M  |51900| 278|242|30071|  183|7.46|0.06| 0.42|0.02| 318|  15| 3| 581| 114|s/e/h    |
0SDSSJ110627.67-010514.5|DA/M  |51900| 278|242| 8875|   17|8.93|0.04| 1.16|0.03|  26|   1| 3| 581| 114|s/e/h    |
1SDSSJ110634.39+073712.2|DA/M  |52723|1004|388|36154|  540|7.74|0.09| 0.54|0.04| 404|  27| 5| 367| 188|s/e/h    |
0SDSSJ110634.39+073712.2|DA/M  |52723|1004|388| 8378|  102|9.50|0.11| 1.46|0.03|  12|   3| 5| 367| 188|s/e/h    |
1SDSSJ110652.91+284245.4|DA/M  |53786|2211|514|12976| 4066|8.72|0.65| 1.05|0.34| 304| 162| 3| 390|  77|         |
0SDSSJ110652.91+284245.4|DA/M  |53786|2211|514|14728| 4517|8.56|0.77| 0.96|0.41| 393| 223| 3| 390|  77|         |
1SDSSJ110736.88+612232.8|DA/M  |52286| 774|555|15071| 4472|8.68|0.73| 1.03|0.38| 333| 194| 1| 560| 110|         |
0SDSSJ110736.88+612232.8|DA/M  |52286| 774|555|13588| 2198|8.82|0.44| 1.10|0.23| 277| 108| 1| 560| 110|         |
1SDSSJ110747.04+154219.6|DA/M  |53855|2491|222|20331| 2022|7.78|0.34| 0.51|0.19| 812| 166|-1|   0|   0|         |2,8
0SDSSJ110747.04+154219.6|DA/M  |53855|2491|222|10548|  532|8.76|0.35| 1.07|0.19| 214|  64|-1|   0|   0|         |
1SDSSJ110750.15+050559.0|DA/M  |52356| 581|495|18974|  227|7.76|0.05| 0.50|0.02| 234|   7| 5| 237| 121|s/e/h    |
0SDSSJ110750.15+050559.0|DA/M  |52356| 581|495|10793|   85|8.65|0.05| 1.01|0.04|  70|   3| 5| 237| 121|s/e/h    |
1SDSSJ110805.35+652211.4|DA/M  |51929| 490| 19|21045|  672|7.53|0.12| 0.41|0.05| 547|  46| 4| 961| 283|s/e      |
0SDSSJ110805.35+652211.4|DA/M  |51929| 490| 19|10073|  110|8.70|0.12| 1.04|0.07| 100|  10| 4| 961| 283|s/e      |
1SDSSJ110818.05+533307.6|DA/M  |52652|1011|631|14728|  789|7.83|0.14| 0.52|0.08| 273|  24| 4| 548| 161|s/e/h    |
0SDSSJ110818.05+533307.6|DA/M  |52652|1011|631|12976| 1651|7.96|0.26| 0.58|0.17| 216|  35| 4| 548| 161|s/e/h    |
1SDSSJ110826.47+092721.5|DA/M  |52751|1221|145|42969| 2848|7.60|0.26| 0.51|0.10|1059| 198| 4| 797| 235|s/h      |
0SDSSJ110826.47+092721.5|DA/M  |52751|1221|145| 7910|  131|9.50|0.05| 1.46|0.00|  24|   4| 4| 797| 235|s/h      |
1SDSSJ110843.03+312356.1|DA/M  |53460|2092|382|28064|  385|7.98|0.08| 0.63|0.04| 301|  16| 3| 411|  81|h        |
0SDSSJ110843.03+312356.1|DA/M  |53460|2092|382| 9731|   88|9.35|0.09| 1.38|0.04|  28|   4| 3| 411|  81|h        |
1SDSSJ110843.57+115515.8|DA/M  |53078|1604|276|37424|  804|8.00|0.11| 0.67|0.06| 413|  34| 4| 616| 181|s/e/h    |
0SDSSJ110843.57+115515.8|DA/M  |53078|1604|276| 8282|   21|9.50|0.03| 1.46|0.01|  14|   2| 4| 616| 181|s/e/h    |
1SDSSJ110938.03+323938.6|DA/M  |53714|2106|597|22037|  658|7.81|0.11| 0.53|0.05| 372|  26| 4| 348| 103|s/h      |
0SDSSJ110938.03+323938.6|DA/M  |53714|2106|597|10307|  130|8.97|0.10| 1.18|0.06|  64|   6| 4| 348| 103|s/h      |
1SDSSJ110957.02+330245.7|DA/M  |53786|2107|318|20566| 1025|7.82|0.19| 0.53|0.10| 477|  56| 3| 536| 105|         |
0SDSSJ110957.02+330245.7|DA/M  |53786|2107|318|10548|  261|8.88|0.20| 1.13|0.11| 115|  22| 3| 536| 105|         |
1SDSSJ111021.03+304737.4|DA/M  |53460|2092|169| 8573|   48|8.13|0.11| 0.68|0.07|  96|   7| 9|  91|   3|         |12
0SDSSJ111021.03+304737.4|DA/M  |53460|2092|169|25302|  971|6.37|0.14| 0.16|0.03|1070|  76| 9|  91|   3|         |
1SDSSJ111045.90+321447.2|DA/M  |53714|2106| 22|71310| 4911|7.28|0.23| 0.50|0.06| 816| 159| 3| 596| 117|s/h      |
0SDSSJ111045.90+321447.2|DA/M  |53714|2106| 22| 6732|23877|9.18|2.25| 1.29|0.98|  14|  16| 3| 596| 117|s/h      |
1SDSSJ111141.08+615055.8|DA/M  |52286| 774|603|13745|  792|8.02|0.19| 0.62|0.12| 319|  39| 8| 771| 311|         |
0SDSSJ111141.08+615055.8|DA/M  |52286| 774|603|13432|  864|8.04|0.21| 0.63|0.13| 293|  40| 8| 771| 311|         |
1SDSSJ111400.91+451823.1|DA/M  |53054|1438| 44|14065| 1816|7.72|0.37| 0.46|0.20| 466|  98| 4| 794| 234|s/e/h    |
0SDSSJ111400.91+451823.1|DA/M  |53054|1438| 44|12976| 2025|7.84|0.43| 0.52|0.26| 400| 101| 4| 794| 234|s/e/h    |
1SDSSJ111424.65+334123.7|DA/M  |53786|2107|469| 8378|   67|8.30|0.13| 0.79|0.08|  73|   7| 9|  94|   3|         |
0SDSSJ111424.65+334123.7|DA/M  |53786|2107|469|26191| 1130|6.14|0.20| 0.11|0.04|1297| 117| 9|  94|   3|         |
1SDSSJ111459.93+092411.0|DA/M  |52763|1222|266|10427|  348|8.36|0.40| 0.83|0.24| 187|  52| 5| 405| 207|s/e/h    |
0SDSSJ111459.93+092411.0|DA/M  |52763|1222|266|17304| 1496|7.39|0.36| 0.35|0.14| 670| 155| 5| 405| 207|s/e/h    |
1SDSSJ111530.01+664300.9|DA/M  |51942| 491|316| 9958|   73|8.12|0.12| 0.67|0.08| 120|  10| 6| 140|  65|s/e/a    |
0SDSSJ111530.01+664300.9|DA/M  |51942| 491|316|17304|  344|7.06|0.09| 0.27|0.02| 466|  29| 6| 140|  65|s/e/a    |
1SDSSJ111541.45+361926.2|WD/M  |53499|2030|  6|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 403|  96|         |
0SDSSJ111541.45+361926.2|WD/M  |53499|2030|  6|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 403|  96|         |
1SDSSJ111614.48+535720.9|DA/M  |52649|1012|516|13279| 1215|7.98|0.16| 0.60|0.10| 218|  22| 7| 151|  83|s/e/h    |
0SDSSJ111614.48+535720.9|DA/M  |52649|1012|516|14728|  684|7.93|0.09| 0.57|0.05| 260|  15| 7| 151|  83|s/e/h    |
1SDSSJ111634.88+022338.1|DA/M  |52381| 510|118|15246|  802|7.53|0.20| 0.39|0.08| 444|  55| 4| 933| 275|s/e/h    |
0SDSSJ111634.88+022338.1|DA/M  |52381| 510|118|11433|  461|7.89|0.26| 0.54|0.16| 252|  38| 4| 933| 275|s/e/h    |
1SDSSJ111715.70+110737.7|DA/M  |53062|1605|259|14899|  473|7.81|0.11| 0.51|0.06| 283|  18| 7| 197| 109|s        |
0SDSSJ111715.70+110737.7|DA/M  |53062|1605|259|12681| 1904|8.02|0.31| 0.62|0.20| 213|  42| 7| 197| 109|s        |
1SDSSJ111735.12+012939.8|DA/M  |52636| 511|284| 8573|   70|8.11|0.15| 0.66|0.10|  95|  10| 7|  69|  38|s/e/a/h  |
0SDSSJ111735.12+012939.8|DA/M  |52636| 511|284|21045|  272|5.87|0.05| 0.04|0.01|1077|  21| 7|  69|  38|s/e/a/h  |
1SDSSJ111751.30+290432.4|WD/M  |53793|2215|178|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 367|  87|         |
0SDSSJ111751.30+290432.4|WD/M  |53793|2215|178|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 367|  87|         |
1SDSSJ111810.19+131338.5|DA/M  |53062|1605|369|35331| 1295|8.02|0.21| 0.67|0.12| 742| 108| 4| 449| 132|s        |
0SDSSJ111810.19+131338.5|DA/M  |53062|1605|369| 8673|  118|9.50|0.03| 1.46|0.01|  34|   4| 4| 449| 132|s        |
1SDSSJ111914.19+380159.7|DA/M  |53446|2037|387|18330|  933|7.87|0.19| 0.55|0.11| 487|  58| 3| 801| 158|s/h      |
0SDSSJ111914.19+380159.7|DA/M  |53446|2037|387|11173|  482|8.59|0.20| 0.97|0.12| 174|  27| 3| 801| 158|s/h      |
1SDSSJ111933.38+374411.2|DA/M  |53446|2037|421|12828| 1155|7.59|0.41| 0.40|0.20| 665| 152| 2| 654| 156|s        |
0SDSSJ111933.38+374411.2|DA/M  |53446|2037|421|12536| 1210|7.62|0.43| 0.41|0.22| 651| 155| 2| 654| 156|s        |
1SDSSJ112048.75+381905.6|DA/M  |53446|2037|379|18330|  443|7.81|0.10| 0.52|0.05| 304|  19| 3| 284|  56|s        |
0SDSSJ112048.75+381905.6|DA/M  |53446|2037|379|11045|  209|8.60|0.10| 0.98|0.06| 104|   8| 3| 284|  56|s        |
1SDSSJ112149.99+285904.7|DA/M  |53793|2215| 29|11045|  228|8.17|0.13| 0.71|0.08| 126|  11| 3| 158|  31|s        |
0SDSSJ112149.99+285904.7|DA/M  |53793|2215| 29|16149|  461|7.59|0.11| 0.41|0.05| 274|  21| 3| 158|  31|s        |
1SDSSJ112303.30+440557.0|(WD/M)|53062|1365|477|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 166|  33|         |4
0SDSSJ112303.30+440557.0|(WD/M)|53062|1365|477|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 166|  33|         |
1SDSSJ112307.36+003216.1|DA/M  |51612| 280|507|15422|  898|7.65|0.21| 0.43|0.10| 549|  69| 5| 454| 232|s/e/h    |
0SDSSJ112307.36+003216.1|DA/M  |51612| 280|507|11699|  607|7.96|0.28| 0.58|0.18| 359|  61| 5| 454| 232|s/e/h    |
1SDSSJ112316.80+291558.5|DA/M  |53793|2215|639|31128|  895|7.67|0.20| 0.49|0.09| 974| 133|-1|   0|   0|         |
0SDSSJ112316.80+291558.5|DA/M  |53793|2215|639| 8977|  186|9.17|0.19| 1.29|0.10|  67|  17|-1|   0|   0|         |
1SDSSJ112357.72-011027.4|DA/M  |51612| 280| 43|21289|  701|7.76|0.13| 0.50|0.06| 392|  32| 4| 571| 168|s/e/a/h  |
0SDSSJ112357.72-011027.4|DA/M  |51612| 280| 43|10189|  131|8.87|0.13| 1.13|0.07|  72|   9| 4| 571| 168|s/e/a/h  |
1SDSSJ112429.55+401303.6|DA/M  |53436|1996|470|15782| 1316|7.53|0.32| 0.39|0.14| 694| 134| 6| 547| 252|h        |
0SDSSJ112429.55+401303.6|DA/M  |53436|1996|470|11045|  601|8.15|0.40| 0.70|0.26| 310|  80| 6| 547| 252|h        |
1SDSSJ112512.29+290545.1|DA/M  |53794|2217|230|21289|  891|8.19|0.16| 0.74|0.10| 374|  42| 3| 285|  56|         |
0SDSSJ112512.29+290545.1|DA/M  |53794|2217|230|15246| 7417|9.09|1.17| 1.25|0.60| 119|  73| 3| 285|  56|         |
1SDSSJ112613.95+405703.1|DA/M  |53436|1996|406|24726| 3860|7.14|0.57| 0.32|0.17|1690| 611| 6| 509| 235|h        |
0SDSSJ112613.95+405703.1|DA/M  |53436|1996|406| 9293|  480|8.64|0.61| 1.00|0.33| 178|  84| 6| 509| 235|h        |
1SDSSJ112623.87+010856.8|DA/M  |51614| 281|402|15246|  881|7.86|0.19| 0.54|0.11| 413|  49| 2| 589| 140|s/e/h    |
0SDSSJ112623.87+010856.8|DA/M  |51614| 281|402|12976| 2242|8.06|0.38| 0.64|0.24| 312|  75| 2| 589| 140|s/e/h    |
1SDSSJ112633.94+044137.6|WD/K  |52642| 837|303|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
0SDSSJ112633.94+044137.6|WD/K  |52642| 837|303|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
1SDSSJ112636.77+145829.8|DA/M  |53383|1753|549|14560|  597|7.74|0.12| 0.47|0.06| 385|  29| 3| 931| 183|s/h      |
0SDSSJ112636.77+145829.8|DA/M  |53383|1753|549|12681| 1814|7.93|0.31| 0.57|0.19| 294|  55| 3| 931| 183|s/h      |
1SDSSJ112722.00+424933.5|DA/M  |53055|1443|324|11972| 1073|8.21|0.40| 0.74|0.25| 350|  94| 5| 494| 253|s/e/h    |
0SDSSJ112722.00+424933.5|DA/M  |53055|1443|324|15246| 1468|7.80|0.32| 0.50|0.18| 573| 109| 5| 494| 253|s/e/h    |
1SDSSJ112738.71+281532.7|DA/M  |53794|2217| 91|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1|1601| 313|         |
0SDSSJ112738.71+281532.7|DA/M  |53794|2217| 91|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1|1601| 313|         |
1SDSSJ112748.26-002859.8|DA/M  |51614| 281|163|15422|  481|7.89|0.11| 0.55|0.06| 290|  20| 6| 187|  86|s/e/h    |
0SDSSJ112748.26-002859.8|DA/M  |51614| 281|163|12536|  461|8.19|0.14| 0.73|0.09| 205|  20| 6| 187|  86|s/e/h    |
1SDSSJ112813.93+125234.2|DA/M  |53055|1606|460|14065| 1116|7.85|0.26| 0.53|0.15| 493|  77|-1|   0|   0|s/e      |8
0SDSSJ112813.93+125234.2|DA/M  |53055|1606|460|13127| 1559|7.91|0.36| 0.56|0.23| 438|  97|-1|   0|   0|s/e      |
1SDSSJ112840.72+084117.4|DA/M  |52781|1223| 84|27111| 1178|7.92|0.19| 0.60|0.10| 554|  68| 3| 679| 134|s/e/h    |
0SDSSJ112840.72+084117.4|DA/M  |52781|1223| 84| 9731|  194|9.20|0.16| 1.30|0.08|  61|  14| 3| 679| 134|s/e/h    |
1SDSSJ112909.50+663704.3|DA/M  |51942| 491|149|15964|  226|7.69|0.05| 0.45|0.02| 269|   9| 4| 349| 103|s/e      |
0SDSSJ112909.50+663704.3|DA/M  |51942| 491|149|11565|  149|8.19|0.08| 0.72|0.06| 146|   8| 4| 349| 103|s/e      |
1SDSSJ113022.52+313933.4|DA/M  |53430|1974|220|16525|  537|7.62|0.13| 0.43|0.06| 419|  34| 4|1095| 322|h        |
0SDSSJ113022.52+313933.4|DA/M  |53430|1974|220|11045|  256|8.24|0.16| 0.75|0.11| 177|  19| 4|1095| 322|h        |
1SDSSJ113139.06-032127.2|DA/M  |52294| 327|295|14899|  480|7.69|0.11| 0.44|0.05| 344|  24| 5| 307| 157|s/e/h    |4
0SDSSJ113139.06-032127.2|DA/M  |52294| 327|295|12536| 2397|7.62|0.47| 0.41|0.25| 311|  81| 5| 307| 157|s/e/h    |
1SDSSJ113300.03+492241.8|DC/M  |52642| 966|543|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|s/e/h    |
1SDSSJ113316.27+270747.6|DA/M  |53816|2219|431|72971| 6573|7.42|0.26| 0.54|0.08|1243| 272| 1|1689| 331|s/h      |
0SDSSJ113316.27+270747.6|DA/M  |53816|2219|431| 6810|20736|9.50|2.25| 1.46|0.94|  14|  47| 1|1689| 331|s/h      |
1SDSSJ113457.72+655408.7|DC/M  |52059| 597|447|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 4| 307|  90|re/s/e   |
1SDSSJ113511.34+601356.8|DA/K: |52409| 952|571|13127|  574|7.91|0.10| 0.56|0.06| 129|   8| 0|5668| 764|s/e      |
0SDSSJ113511.34+601356.8|DA/K: |52409| 952|571|13588|  320|7.86|0.05| 0.53|0.03| 144|   5| 0|5668| 764|s/e      |
1SDSSJ113609.59+484318.9|DB/M  |52642| 966| 69|31324|  234|7.80|0.03| 0.00|0.00|   0|   0| 3| 896| 176|s/e/h    |
1SDSSJ113634.50+543403.6|DA/M  |52707|1014|113|20331| 4201|7.85|0.90| 0.54|0.53| 962| 476| 7| 405| 223|         |
0SDSSJ113634.50+543403.6|DA/M  |52707|1014|113|10427| 1463|8.73|0.85| 1.05|0.45| 234| 165| 7| 405| 223|         |
1SDSSJ113655.17+040952.6|DA/M  |52642| 837| 12|11565|  198|8.00|0.11| 0.60|0.07| 124|   9| 6| 121|  56|s/e/h    |
0SDSSJ113655.17+040952.6|DA/M  |52642| 837| 12|14899|  354|7.59|0.09| 0.41|0.04| 203|  11| 6| 121|  56|s/e/h    |
1SDSSJ113705.46+392336.6|DA/M  |53466|1972|170|14560| 1345|7.46|0.33| 0.36|0.14| 660| 132| 4| 892| 263|h        |
0SDSSJ113705.46+392336.6|DA/M  |53466|1972|170|11565| 2836|7.74|0.60| 0.46|0.36| 432| 144| 4| 892| 263|h        |
1SDSSJ113800.35-001144.4|DA/M  |51658| 282|111|14889| 1187|8.25|0.29| 0.77|0.18| 369|  76| 4| 512| 151|s/e/h    |6
0SDSSJ113800.35-001144.4|DA/M  |51658| 282|111|14065| 1659|8.31|0.42| 0.81|0.25| 330|  94| 4| 512| 151|s/e/h    |
1SDSSJ113800.35-001144.4|DA/M  |51630| 282|113|20098| 1464|8.02|0.27| 0.64|0.17| 507|  90| 4| 555| 163|s/e/h    |
0SDSSJ113800.35-001144.4|DA/M  |51630| 282|113|10793|  491|8.87|0.27| 1.13|0.15| 142|  36| 4| 555| 163|s/e/h    |
1SDSSJ113833.13+351825.8|DA/M  |53493|2012|162|16717| 1644|7.51|0.40| 0.39|0.18| 766| 181| 3| 447|  88|         |
0SDSSJ113833.13+351825.8|DA/M  |53493|2012|162|10548|  477|8.16|0.47| 0.70|0.29| 315|  95| 3| 447|  88|         |
1SDSSJ113907.58+511103.6|DA/M  |52367| 880|217|18974|  866|7.84|0.18| 0.53|0.10| 455|  51| 3| 799| 157|s/e/h    |
0SDSSJ113907.58+511103.6|DA/M  |52367| 880|217|10793|  295|8.69|0.19| 1.03|0.11| 139|  21| 3| 799| 157|s/e/h    |
1SDSSJ113915.64+271552.6|WD/M  |53792|2221|352|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1|1071| 210|         |
0SDSSJ113915.64+271552.6|WD/M  |53792|2221|352|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1|1071| 210|         |
1SDSSJ113941.31+265944.1|DA/M  |53816|2219|593|13432| 1271|7.32|0.27| 0.31|0.09| 511|  90| 7| 235| 130|s/h      |
0SDSSJ113941.31+265944.1|DA/M  |53816|2219|593|11972| 1655|7.31|0.37| 0.30|0.14| 467| 102| 7| 235| 130|s/h      |
1SDSSJ114012.10+301308.8|DA/M  |53795|2220|578|31488| 1680|7.74|0.37| 0.52|0.19|1242| 295| 3|1455| 287|s/h      |
0SDSSJ114012.10+301308.8|DA/M  |53795|2220|578| 9081|  364|9.42|0.23| 1.42|0.11|  60|  28| 3|1455| 287|s/h      |
1SDSSJ114030.07+154231.6|WD/M  |53376|1761|332|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 257|  51|         |
0SDSSJ114030.07+154231.6|WD/M  |53376|1761|332|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 257|  51|         |
1SDSSJ114046.44+331843.0|DA/M  |53491|2097|310|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 4| 208|  61|         |
0SDSSJ114046.44+331843.0|DA/M  |53491|2097|310|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 4| 208|  61|         |
1SDSSJ114049.41-025712.3|DA/M  |52282| 328|226|13745|  868|7.76|0.18| 0.48|0.10| 444|  48| 5| 613| 314|s/e/h    |
0SDSSJ114049.41-025712.3|DA/M  |52282| 328|226|12828| 1257|7.76|0.27| 0.48|0.15| 411|  65| 5| 613| 314|s/e/h    |
1SDSSJ114055.95+301828.0|DA/M  |53795|2220|619|14899|  571|7.73|0.13| 0.47|0.06| 303|  24| 9| 100|   4|h        |
0SDSSJ114055.95+301828.0|DA/M  |53795|2220|619|12392| 2171|7.97|0.37| 0.59|0.23| 208|  47| 9| 100|   4|h        |
1SDSSJ114132.99+042028.9|DA/M  |52378| 838|144|12110|  780|7.39|0.26| 0.33|0.10| 315|  51|-1|   0|   0|s/e      |
0SDSSJ114132.99+042028.9|DA/M  |52378| 838|144|12250|  766|7.36|0.26| 0.32|0.09| 323|  53|-1|   0|   0|s/e      |
1SDSSJ114150.32+212459.5|DA/M  |53876|2507|165|30419| 2148|7.97|0.50| 0.63|0.30|1098| 349| 1|1457| 285|s        |
0SDSSJ114150.32+212459.5|DA/M  |53876|2507|165| 9081|  461|9.26|0.36| 1.33|0.19|  88|  47| 1|1457| 285|s        |
1SDSSJ114312.57+000926.5|DA/M  |51959| 283|436|16910|  479|8.00|0.11| 0.62|0.07| 290|  21| 4| 415| 122|s/e/h    |
0SDSSJ114312.57+000926.5|DA/M  |51959| 283|436|12681|  782|8.44|0.14| 0.89|0.09| 163|  17| 4| 415| 122|s/e/h    |
1SDSSJ114349.96+501020.2|DA/M  |52636| 967|536|21045|  227|7.81|0.04| 0.53|0.02| 177|   5| 5| 174|  89|s/e/h    |
0SDSSJ114349.96+501020.2|DA/M  |52636| 967|536|10427|   34|8.90|0.04| 1.14|0.03|  33|   1| 5| 174|  89|s/e/h    |
1SDSSJ114415.64+455700.1|DA/M  |53083|1367|586|19416|  431|7.88|0.08| 0.56|0.05| 254|  14| 3| 406|  80|s/e/h    |
0SDSSJ114415.64+455700.1|DA/M  |53083|1367|586|10918|  191|8.78|0.09| 1.08|0.05|  74|   5| 3| 406|  80|s/e/h    |
1SDSSJ114509.77+381329.2|DA/M  |53442|1997|491|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 4|  90|  27|         |11
0SDSSJ114509.77+381329.2|DA/M  |53442|1997|491|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 4|  90|  27|         |
1SDSSJ114523.58+251510.9|DB/M  |53877|2510|403|18394|   40|8.21|0.02| 0.00|0.00|   0|   0| 4| 894| 263|s/h      |
1SDSSJ114556.36+384127.9|DA/M  |53442|1997|444|11972| 1877|7.28|0.61| 0.30|0.25| 646| 217| 7| 442| 244|h        |
0SDSSJ114556.36+384127.9|DA/M  |53442|1997|444|11972| 1878|7.31|0.61| 0.30|0.26| 632| 211| 7| 442| 244|h        |
